,00_parameters/N,00_parameters/k,00_parameters/max_ls,00_parameters/pad_size,01_bounding_box_data/bounding_circle,01_bounding_box_data/bounding_square,01_bounding_box_data/bounding_square_height,01_bounding_box_data/bounding_square_width,02_simulation_data/num_diff_locus_points,02_simulation_data/num_brownian_motion_steps,03_cv_data/cv_centroid_x,03_cv_data/cv_centroid_y,03_cv_data/cv_leftmost_x,03_cv_data/cv_leftmost_y,03_cv_data/cv_rightmost_x,03_cv_data/cv_rightmost_y,03_cv_data/cv_topmost_x,03_cv_data/cv_topmost_y,03_cv_data/cv_bottommost_x,03_cv_data/cv_bottommost_y,03_cv_data/cv_contour_area,03_cv_data/cv_contour_perimeter,03_cv_data/cv_contour_k,03_cv_data/cv_boundingRect_x,03_cv_data/cv_boundingRect_y,03_cv_data/cv_boundingRect_w,03_cv_data/cv_boundingRect_h,03_cv_data/cv_boundingRect_area,03_cv_data/cv_hull_area,03_cv_data/cv_extent,03_cv_data/cv_solidity,03_cv_data/cv_minEnclosingCircle_center_x,03_cv_data/cv_minEnclosingCircle_center_y,03_cv_data/cv_minEnclosingCircle_r,03_cv_data/cv_equi_radius,04_fractal_dimension/polyfit_coeff0,04_fractal_dimension/polyfit_coeff1
10,11,0.00625,11,1,tensor(139.2156),81.0,9,9,40,291,4,3,1,5,6,3,4,2,1,5,3.0,17.313708305358887,False,1,2,6,4,24,10.0,0.125,0.3,3.5,3.5,2.9155757427215576,0.9772050238058398,0.6108834180918662,4.070627829305518
11,12,0.00625,11,1,tensor(139.2156),81.0,9,9,40,1463,4,3,1,5,6,3,3,1,1,5,3.0,20.14213538169861,False,1,1,6,5,30,12.5,0.1,0.24,3.5,3.5,2.9155757427215576,0.9772050238058398,0.6485426827170242,4.196158711389378
12,13,0.00625,11,1,tensor(139.2156),81.0,9,9,40,472,4,3,1,5,6,3,3,1,3,6,3.0,22.97056245803833,False,1,1,6,6,36,14.0,0.08333333333333333,0.21428571428571427,3.5,3.5,2.9155757427215576,0.9772050238058398,0.6568824073596258,4.311635928809315
13,14,0.00625,11,1,tensor(139.2156),81.0,9,9,40,115,3,3,1,5,6,3,3,1,3,6,4.5,21.55634891986847,False,1,1,6,6,36,14.0,0.125,0.32142857142857145,3.5,3.5,2.9155757427215576,1.196826841204298,0.6889569685345793,4.418551132725826
14,15,0.00625,11,1,tensor(204.6501),121.0,11,11,40,57,4,4,2,6,7,4,4,1,4,7,4.5,23.55634891986847,False,2,1,6,7,42,16.5,0.10714285714285714,0.2727272727272727,4.166666507720947,4.0,3.0047261714935303,1.196826841204298,0.61357092861044,4.406890595608517
15,16,0.00625,11,1,tensor(204.6501),121.0,11,11,40,557,4,4,1,5,7,4,4,1,4,7,4.5,26.38477599620819,False,1,1,7,7,49,20.0,0.09183673469387756,0.225,4.0,4.0,3.1623775959014893,1.196826841204298,0.5619178216059069,4.4239984532774725
16,17,0.00625,11,1,tensor(204.6501),121.0,11,11,40,233,4,4,1,5,7,4,5,0,4,7,4.5,29.213203072547913,False,1,0,7,8,56,22.5,0.08035714285714286,0.2,4.195652008056641,3.45652174949646,3.5489754676818848,1.196826841204298,0.5659174318473641,4.5114612945278125
17,17,0.00625,11,1,tensor(204.6501),121.0,11,11,39,233,4,4,1,5,7,4,5,0,4,7,4.5,29.213203072547913,False,1,0,7,8,56,22.5,0.08035714285714286,0.2,4.195652008056641,3.45652174949646,3.5489754676818848,1.196826841204298,0.5659174318473641,4.5114612945278125
18,18,0.00625,11,1,tensor(204.6501),121.0,11,11,39,1553,4,4,1,5,7,4,5,0,4,7,5.0,29.79898953437805,False,1,0,7,8,56,24.0,0.08928571428571429,0.20833333333333334,4.25,3.5,3.5795552730560303,1.2615662610100802,0.5906560799049564,4.5939234547197865
19,19,0.00625,11,1,tensor(204.6501),121.0,11,11,39,524,4,4,1,5,7,4,5,0,4,7,5.0,32.62741661071777,False,1,0,7,8,56,25.0,0.08928571428571429,0.2,4.25,3.5,3.5795552730560303,1.2615662610100802,0.6099926350556031,4.747927513443583
20,20,0.00625,11,1,tensor(204.6501),121.0,11,11,39,99,4,4,1,5,7,4,5,0,5,8,5.5,34.041630148887634,False,1,0,7,9,63,27.0,0.0873015873015873,0.2037037037037037,4.875,4.0,4.0020527839660645,1.3231418571003069,0.6459431618637298,4.890679856762326
21,21,0.00625,11,1,tensor(204.6501),121.0,11,11,39,78,4,4,1,3,7,4,5,0,5,8,5.5,36.041630148887634,False,1,0,7,9,63,29.5,0.0873015873015873,0.1864406779661017,4.875,4.0,4.0020527839660645,1.3231418571003069,0.6796130484395355,5.023834625695656
22,22,0.00625,11,1,tensor(204.6501),121.0,11,11,39,23,4,4,0,2,7,4,5,0,5,8,5.5,38.870057225227356,False,0,0,8,9,72,34.0,0.0763888888888889,0.16176470588235295,3.700000047683716,4.0,4.206048488616943,1.3231418571003069,0.6827548070528653,5.090948821554193
23,22,0.00625,11,1,tensor(204.6501),121.0,11,11,38,23,4,4,0,2,7,4,5,0,5,8,5.5,38.870057225227356,False,0,0,8,9,72,34.0,0.0763888888888889,0.16176470588235295,3.700000047683716,4.0,4.206048488616943,1.3231418571003069,0.6827548070528653,5.090948821554193
24,23,0.00625,11,1,tensor(204.6501),121.0,11,11,38,182,4,4,0,2,7,4,5,0,5,8,6.0,39.455843687057495,False,0,0,8,9,72,36.0,0.08333333333333333,0.16666666666666666,3.700000047683716,4.0,4.206048488616943,1.381976597885342,0.6346313082706349,5.081300564766977
25,24,0.00625,11,1,tensor(204.6501),121.0,11,11,38,195,4,4,0,2,7,4,5,0,5,8,6.0,39.455843687057495,False,0,0,8,9,72,36.0,0.08333333333333333,0.16666666666666666,3.700000047683716,4.0,4.206048488616943,1.381976597885342,0.5818249563160898,5.084962500721153
26,24,0.00625,11,1,tensor(204.6501),121.0,11,11,37,195,4,4,0,2,7,4,5,0,5,8,6.0,39.455843687057495,False,0,0,8,9,72,36.0,0.08333333333333333,0.16666666666666666,3.700000047683716,4.0,4.206048488616943,1.381976597885342,0.5818249563160898,5.084962500721153
27,25,0.00625,11,1,tensor(204.6501),121.0,11,11,37,105,4,4,0,2,7,4,5,0,4,9,6.0,42.28427076339722,False,0,0,8,10,80,39.0,0.075,0.15384615384615385,3.8720929622650146,4.430232524871826,4.571657180786133,1.381976597885342,0.5994930630321608,5.1438561897747235
28,26,0.00625,11,1,tensor(204.6501),121.0,11,11,37,62,4,4,0,2,7,4,5,0,4,9,6.0,44.28427076339722,False,0,0,8,10,80,40.5,0.075,0.14814814814814814,3.8902440071105957,4.47560977935791,4.61124324798584,1.381976597885342,0.6126713365221687,5.250207554916547
29,27,0.00625,11,1,tensor(204.6501),121.0,11,11,37,475,4,4,0,2,7,4,5,0,4,9,6.5,45.69848430156708,False,0,0,8,10,80,40.5,0.08125,0.16049382716049382,3.8902440071105957,4.47560977935791,4.61124324798584,1.438406847937898,0.6290056717288819,5.304655338938924
30,28,0.00625,11,1,tensor(204.6501),121.0,11,11,37,178,4,4,0,2,7,4,5,0,4,9,6.5,48.5269113779068,False,0,0,8,10,80,44.5,0.08125,0.14606741573033707,3.9680850505828857,4.670212745666504,4.782958507537842,1.438406847937898,0.5962633147535511,5.3073549220576
31,29,0.00625,11,1,tensor(204.6501),121.0,11,11,37,197,4,4,0,2,7,4,5,0,4,9,6.5,50.5269113779068,False,0,0,8,10,80,45.5,0.08125,0.14285714285714285,3.9680850505828857,4.670212745666504,4.782958507537842,1.438406847937898,0.6114511366745424,5.35798099512757
32,30,0.00625,11,1,tensor(204.6501),121.0,11,11,37,290,4,4,0,2,7,4,5,0,2,10,6.5,53.35533845424652,False,0,0,8,11,88,49.5,0.07386363636363637,0.13131313131313133,3.5,5.0,5.2202534675598145,1.438406847937898,0.5713397123027804,5.3656595155125295
33,30,0.00625,11,1,tensor(204.6501),121.0,11,11,36,290,4,4,0,2,7,4,5,0,2,10,6.5,53.35533845424652,False,0,0,8,11,88,49.5,0.07386363636363637,0.13131313131313133,3.5,5.0,5.2202534675598145,1.438406847937898,0.5713397123027804,5.3656595155125295
34,31,0.00625,11,1,tensor(204.6501),121.0,11,11,36,112,4,5,0,2,7,4,5,0,2,10,7.0,53.94112491607666,False,0,0,8,11,88,50.5,0.07954545454545454,0.13861386138613863,3.5,5.0,5.2202534675598145,1.4927053303604616,0.5855314267362874,5.412965230290886
35,32,0.00625,11,1,tensor(204.6501),121.0,11,11,36,306,3,5,0,2,7,4,5,0,2,10,8.0,54.76955199241638,False,0,0,8,11,88,53.5,0.09090909090909091,0.14953271028037382,3.5,5.0,5.2202534675598145,1.5957691216057308,0.5877248118782312,5.458768919904011
36,32,0.00625,11,1,tensor(204.6501),121.0,11,11,35,306,3,5,0,2,7,4,5,0,2,10,8.0,54.76955199241638,False,0,0,8,11,88,53.5,0.09090909090909091,0.14953271028037382,3.5,5.0,5.2202534675598145,1.5957691216057308,0.5877248118782312,5.458768919904011
37,33,0.00625,11,1,tensor(204.6501),121.0,11,11,35,225,3,5,0,2,7,4,5,0,2,10,8.0,54.76955199241638,False,0,0,8,11,88,53.5,0.09090909090909091,0.14953271028037382,3.5,5.0,5.2202534675598145,1.5957691216057308,0.6092892637049644,5.54439411935845
38,34,0.00625,11,1,tensor(204.6501),121.0,11,11,35,21,3,5,0,2,7,4,5,0,2,10,9.0,53.94112491607666,False,0,0,8,11,88,53.5,0.10227272727272728,0.16822429906542055,3.5,5.0,5.2202534675598145,1.692568750643269,0.6222098802725295,5.587462841250335
39,35,0.00625,11,1,tensor(204.6501),121.0,11,11,35,1021,3,5,0,2,10,3,5,0,2,10,9.0,62.426406145095825,False,0,0,11,11,121,67.5,0.0743801652892562,0.13333333333333333,4.743589878082275,5.064102649688721,5.647255897521973,1.692568750643269,0.5969552561475314,5.592282726223078
40,36,0.00625,11,1,tensor(204.6501),121.0,11,11,35,31,3,5,0,2,10,3,5,0,2,10,12.5,59.012192606925964,False,0,0,11,11,121,67.5,0.10330578512396695,0.18518518518518517,4.743589878082275,5.064102649688721,5.647255897521973,1.9947114020071635,0.6091478514967346,5.632924710720421
41,37,0.00625,11,1,tensor(204.6501),121.0,11,11,35,138,3,5,0,2,10,3,5,0,2,10,13.0,60.426406145095825,False,0,0,11,11,121,67.5,0.10743801652892562,0.1925925925925926,4.743589878082275,5.064102649688721,5.647255897521973,2.0342144725641096,0.621006360752726,5.672453074907058
42,38,0.00625,11,1,tensor(204.6501),121.0,11,11,35,3,3,5,0,2,10,3,5,0,2,10,13.5,61.012192606925964,False,0,0,11,11,121,67.5,0.1115702479338843,0.2,4.743589878082275,5.064102649688721,5.647255897521973,2.072964896828013,0.6399486632414939,5.7479275134435825
43,39,0.00625,11,1,tensor(204.6501),121.0,11,11,35,283,3,4,0,2,10,3,5,0,2,10,17.0,57.5979790687561,False,0,0,11,11,121,67.5,0.14049586776859505,0.2518518518518518,4.743589878082275,5.064102649688721,5.647255897521973,2.326213245840639,0.6511910748670933,5.785402218862247
44,40,0.00625,11,1,tensor(204.6501),121.0,11,11,35,493,3,5,0,2,10,3,5,0,2,10,25.0,49.94112491607666,False,0,0,11,11,121,67.5,0.2066115702479339,0.37037037037037035,4.743589878082275,5.064102649688721,5.647255897521973,2.8209479177387813,0.6621488376746273,5.821928094887361
45,41,0.00625,11,1,tensor(204.6501),121.0,11,11,35,57,3,5,0,2,10,3,5,0,2,10,25.0,49.94112491607666,False,0,0,11,11,121,67.5,0.2066115702479339,0.37037037037037035,4.743589878082275,5.064102649688721,5.647255897521973,2.8209479177387813,0.6728360105938436,5.857552004618081
46,42,0.00625,11,1,tensor(204.6501),121.0,11,11,35,235,3,5,0,2,10,3,5,0,2,10,26.0,50.76955199241638,False,0,0,11,11,121,69.0,0.21487603305785125,0.37681159420289856,4.743589878082275,5.064102649688721,5.647255897521973,2.876813695875796,0.6796130484395353,5.927512086724458
47,42,0.00625,11,1,tensor(204.6501),121.0,11,11,34,235,3,5,0,2,10,3,5,0,2,10,26.0,50.76955199241638,False,0,0,11,11,121,69.0,0.21487603305785125,0.37681159420289856,4.743589878082275,5.064102649688721,5.647255897521973,2.876813695875796,0.6796130484395353,5.927512086724458
48,43,0.00625,11,1,tensor(204.6501),121.0,11,11,34,64,3,5,0,2,10,3,5,0,2,10,27.5,50.18376553058624,False,0,0,11,11,121,69.0,0.22727272727272727,0.39855072463768115,4.743589878082275,5.064102649688721,5.647255897521973,2.9586351363515986,0.6897972480165364,5.961459418647795
49,44,0.00625,11,1,tensor(204.6501),121.0,11,11,34,322,3,5,0,2,10,3,5,0,2,10,28.5,49.35533845424652,False,0,0,11,11,121,69.0,0.23553719008264462,0.41304347826086957,4.743589878082275,5.064102649688721,5.647255897521973,3.0119481662601757,0.6997473071970967,5.994626282582995
50,45,0.00625,11,1,tensor(204.6501),121.0,11,11,34,179,3,5,0,2,10,3,5,0,2,10,28.5,52.18376553058624,False,0,0,11,11,121,71.0,0.23553719008264462,0.4014084507042254,4.743589878082275,5.064102649688721,5.647255897521973,3.0119481662601757,0.7062316027355716,6.06060485820464
51,45,0.00625,11,1,tensor(204.6501),121.0,11,11,33,179,3,5,0,2,10,3,5,0,2,10,28.5,52.18376553058624,False,0,0,11,11,121,71.0,0.23553719008264462,0.4014084507042254,4.743589878082275,5.064102649688721,5.647255897521973,3.0119481662601757,0.7062316027355716,6.06060485820464
52,46,0.00625,11,1,tensor(204.6501),121.0,11,11,33,64,3,5,0,2,10,3,5,0,2,10,28.5,52.18376553058624,False,0,0,11,11,121,71.0,0.23553719008264462,0.4014084507042254,4.743589878082275,5.064102649688721,5.647255897521973,3.0119481662601757,0.6715952968316161,6.05562712476687
53,46,0.00625,11,1,tensor(204.6501),121.0,11,11,32,64,3,5,0,2,10,3,5,0,2,10,28.5,52.18376553058624,False,0,0,11,11,121,71.0,0.23553719008264462,0.4014084507042254,4.743589878082275,5.064102649688721,5.647255897521973,3.0119481662601757,0.6715952968316161,6.05562712476687
54,47,0.00625,11,1,tensor(204.6501),121.0,11,11,32,95,3,5,0,2,10,3,4,0,2,10,29.0,52.76955199241638,False,0,0,11,11,121,72.0,0.2396694214876033,0.4027777777777778,4.743589878082275,5.064102649688721,5.647255897521973,3.0382538898732494,0.6809033655178031,6.086654020387491
55,47,0.00625,11,1,tensor(204.6501),121.0,11,11,31,95,3,5,0,2,10,3,4,0,2,10,29.0,52.76955199241638,False,0,0,11,11,121,72.0,0.2396694214876033,0.4027777777777778,4.743589878082275,5.064102649688721,5.647255897521973,3.0382538898732494,0.6809033655178031,6.086654020387491
56,48,0.00625,11,1,tensor(204.6501),121.0,11,11,31,84,3,5,0,2,10,3,4,0,2,10,29.0,55.5979790687561,False,0,0,11,11,121,73.0,0.2396694214876033,0.3972602739726027,4.743589878082275,5.064102649688721,5.647255897521973,3.0382538898732494,0.6812691761058248,6.11702766943101
57,49,0.00625,11,1,tensor(204.6501),121.0,11,11,31,406,3,5,0,2,10,3,4,0,2,10,29.5,56.18376553058624,False,0,0,11,11,121,74.5,0.24380165289256198,0.3959731543624161,4.743589878082275,5.064102649688721,5.647255897521973,3.064333800750471,0.6586741689652974,6.114709844115206
58,49,0.00625,11,1,tensor(204.6501),121.0,11,11,30,406,3,5,0,2,10,3,4,0,2,10,29.5,56.18376553058624,False,0,0,11,11,121,74.5,0.24380165289256198,0.3959731543624161,4.743589878082275,5.064102649688721,5.647255897521973,3.064333800750471,0.6586741689652974,6.114709844115206
59,50,0.00625,11,1,tensor(204.6501),121.0,11,11,30,50,3,5,0,2,10,3,4,0,2,10,29.5,59.012192606925964,False,0,0,11,11,121,79.5,0.24380165289256198,0.3710691823899371,4.743589878082275,5.064102649688721,5.647255897521973,3.064333800750471,0.6733074415685093,6.173303034301507
60,51,0.00625,11,1,tensor(204.6501),121.0,11,11,30,678,3,5,0,2,10,3,4,0,2,10,29.5,61.012192606925964,False,0,0,11,11,121,80.5,0.24380165289256198,0.36645962732919257,4.743589878082275,5.064102649688721,5.647255897521973,3.064333800750471,0.6792903240449801,6.230163950681461
61,51,0.00625,11,1,tensor(204.6501),121.0,11,11,29,678,3,5,0,2,10,3,4,0,2,10,29.5,61.012192606925964,False,0,0,11,11,121,80.5,0.24380165289256198,0.36645962732919257,4.743589878082275,5.064102649688721,5.647255897521973,3.064333800750471,0.6792903240449801,6.230163950681461
62,52,0.00625,11,1,tensor(204.6501),121.0,11,11,29,120,3,5,0,2,10,3,4,0,2,10,32.5,59.012192606925964,False,0,0,11,11,121,80.5,0.26859504132231404,0.40372670807453415,4.743589878082275,5.064102649688721,5.647255897521973,3.2163754912903433,0.6876946368958592,6.258178326851059
63,53,0.00625,11,1,tensor(204.6501),121.0,11,11,29,397,3,5,0,2,10,3,4,0,2,10,33.0,59.5979790687561,False,0,0,11,11,121,80.5,0.2727272727272727,0.40993788819875776,4.743589878082275,5.064102649688721,5.647255897521973,3.2410224072142872,0.6959388578224911,6.285659063273164
64,54,0.00625,11,1,tensor(204.6501),121.0,11,11,29,95,3,5,0,2,10,3,4,0,2,10,33.0,62.426406145095825,False,0,0,11,11,121,80.5,0.2727272727272727,0.40993788819875776,4.743589878082275,5.064102649688721,5.647255897521973,3.2410224072142872,0.7094737505048091,6.3398500028846225
65,55,0.00625,11,1,tensor(204.6501),121.0,11,11,29,64,3,5,0,2,10,3,4,0,2,10,33.0,62.426406145095825,False,0,0,11,11,121,80.5,0.2727272727272727,0.40993788819875776,4.743589878082275,5.064102649688721,5.647255897521973,3.2410224072142872,0.6802187394764727,6.3348173154829155
66,55,0.00625,11,1,tensor(204.6501),121.0,11,11,28,64,3,5,0,2,10,3,4,0,2,10,33.0,62.426406145095825,False,0,0,11,11,121,80.5,0.2727272727272727,0.40993788819875776,4.743589878082275,5.064102649688721,5.647255897521973,3.2410224072142872,0.6802187394764727,6.3348173154829155
67,56,0.00625,11,1,tensor(204.6501),121.0,11,11,28,167,3,5,0,2,10,3,4,0,2,10,33.0,62.426406145095825,False,0,0,11,11,121,80.5,0.2727272727272727,0.40993788819875776,4.743589878082275,5.064102649688721,5.647255897521973,3.2410224072142872,0.6880173020363555,6.3608125240158575
68,56,0.00625,11,1,tensor(204.6501),121.0,11,11,27,167,3,5,0,2,10,3,4,0,2,10,33.0,62.426406145095825,False,0,0,11,11,121,80.5,0.2727272727272727,0.40993788819875776,4.743589878082275,5.064102649688721,5.647255897521973,3.2410224072142872,0.6880173020363555,6.3608125240158575
69,57,0.00625,11,1,tensor(204.6501),121.0,11,11,27,880,3,5,0,2,10,3,4,0,2,10,33.5,63.012192606925964,False,0,0,11,11,121,82.0,0.2768595041322314,0.40853658536585363,4.891891956329346,5.027027130126953,5.752795219421387,3.2654833007009834,0.6956778296684971,6.386347616122997
70,58,0.00625,11,1,tensor(204.6501),121.0,11,11,27,9,3,5,0,2,10,3,4,0,2,10,39.0,59.5979790687561,False,0,0,11,11,121,82.0,0.32231404958677684,0.47560975609756095,4.891891956329346,5.027027130126953,5.752795219421387,3.523362819972964,0.7032051239573461,6.4114385970858265
71,59,0.00625,11,1,tensor(204.6501),121.0,11,11,27,50,3,5,0,2,10,3,4,0,2,10,39.5,61.012192606925964,False,0,0,11,11,121,82.0,0.32644628099173556,0.4817073170731707,4.891891956329346,5.027027130126953,5.752795219421387,3.5458765494951643,0.715666347534624,6.46141368785508
72,60,0.00625,11,1,tensor(204.6501),121.0,11,11,27,61,3,5,0,2,10,3,4,0,2,10,40.0,61.5979790687561,False,0,0,11,11,121,82.0,0.3305785123966942,0.4878048780487805,4.891891956329346,5.027027130126953,5.752795219421387,3.5682482323055424,0.7278315714567217,6.51011603434223
73,61,0.00625,11,1,tensor(204.6501),121.0,11,11,27,211,3,5,0,2,10,3,4,0,2,10,41.0,61.5979790687561,False,0,0,11,11,121,82.0,0.33884297520661155,0.5,4.891891956329346,5.027027130126953,5.752795219421387,3.6125759969217834,0.7349855940430321,6.533962776296599
74,62,0.00625,11,1,tensor(204.6501),121.0,11,11,27,25,4,5,0,2,10,4,4,0,2,10,58.5,45.69848430156708,False,0,0,11,11,121,82.0,0.4834710743801653,0.7134146341463414,4.891891956329346,5.027027130126953,5.752795219421387,4.315220543813695,0.742023285890228,6.557421749120585
75,63,0.00625,11,1,tensor(204.6501),121.0,11,11,27,122,4,5,0,2,10,4,4,0,2,10,59.0,46.28427076339722,False,0,0,11,11,121,83.0,0.48760330578512395,0.7108433734939759,4.5,5.0,6.020897388458252,4.3336224206596095,0.7489483698241408,6.5805053622336285
76,63,0.00625,11,1,tensor(204.6501),121.0,11,11,26,122,4,5,0,2,10,4,4,0,2,10,59.0,46.28427076339722,False,0,0,11,11,121,83.0,0.48760330578512395,0.7108433734939759,4.5,5.0,6.020897388458252,4.3336224206596095,0.7489483698241408,6.5805053622336285
77,64,0.00625,11,1,tensor(204.6501),121.0,11,11,26,11,4,5,0,2,10,6,4,0,2,10,59.0,49.11269783973694,False,0,0,11,11,121,85.0,0.48760330578512395,0.6941176470588235,4.5,5.0,6.020897388458252,4.3336224206596095,0.7604949642520012,6.6268782961228885
78,64,0.00625,11,1,tensor(204.6501),121.0,11,11,25,11,4,5,0,2,10,6,4,0,2,10,59.0,49.11269783973694,False,0,0,11,11,121,85.0,0.48760330578512395,0.6941176470588235,4.5,5.0,6.020897388458252,4.3336224206596095,0.7604949642520012,6.6268782961228885
79,65,0.00625,11,1,tensor(204.6501),121.0,11,11,25,439,4,5,0,2,10,6,1,0,2,10,59.0,53.94112491607666,False,0,0,11,11,121,88.0,0.48760330578512395,0.6704545454545454,4.4452056884765625,4.938356399536133,6.021462440490723,4.3336224206596095,0.77178567712185,6.672147953957906
80,66,0.00625,11,1,tensor(204.6501),121.0,11,11,25,166,4,5,0,2,10,6,1,0,2,10,59.0,53.94112491607666,False,0,0,11,11,121,88.0,0.48760330578512395,0.6704545454545454,4.4452056884765625,4.938356399536133,6.021462440490723,4.3336224206596095,0.7783935690208496,6.6941742602879035
81,67,0.00625,11,1,tensor(204.6501),121.0,11,11,25,178,4,5,0,2,10,6,1,0,2,10,59.0,53.94112491607666,False,0,0,11,11,121,88.0,0.48760330578512395,0.6704545454545454,4.4452056884765625,4.938356399536133,6.021462440490723,4.3336224206596095,0.7849020903506461,6.715869331387224
82,68,0.00625,11,1,tensor(204.6501),121.0,11,11,25,154,4,5,0,2,10,6,1,0,2,10,59.0,53.94112491607666,False,0,0,11,11,121,88.0,0.48760330578512395,0.6704545454545454,4.4452056884765625,4.938356399536133,6.021462440490723,4.3336224206596095,0.7913141855884156,6.73724298217979
83,69,0.00625,11,1,tensor(204.6501),121.0,11,11,25,3,4,5,0,0,10,6,0,0,2,10,59.0,55.94112491607666,False,0,0,11,11,121,89.0,0.48760330578512395,0.6629213483146067,4.099999904632568,4.5,6.087792873382568,4.3336224206596095,0.7902326121023876,6.758304597707622
84,69,0.00625,11,1,tensor(204.6501),121.0,11,11,24,3,4,5,0,0,10,6,0,0,2,10,59.0,55.94112491607666,False,0,0,11,11,121,89.0,0.48760330578512395,0.6629213483146067,4.099999904632568,4.5,6.087792873382568,4.3336224206596095,0.7902326121023876,6.758304597707622
85,70,0.00625,11,1,tensor(204.6501),121.0,11,11,24,32,4,5,0,0,10,6,0,0,2,10,59.0,55.94112491607666,False,0,0,11,11,121,89.0,0.48760330578512395,0.6629213483146067,4.099999904632568,4.5,6.087792873382568,4.3336224206596095,0.7964601801524259,6.779063157874417
86,71,0.00625,11,1,tensor(204.6501),121.0,11,11,24,24,4,5,0,0,10,9,0,0,2,10,60.5,60.18376553058624,False,0,0,11,11,121,93.0,0.5,0.6505376344086021,5.0,4.5,6.726912021636963,4.38836508441576,0.8025994109203404,6.799527260434133
87,72,0.00625,11,1,tensor(204.6501),121.0,11,11,24,103,5,5,0,0,10,9,0,0,2,10,61.5,59.35533845424652,False,0,0,11,11,121,93.0,0.5082644628099173,0.6612903225806451,5.0,4.5,6.726912021636963,4.424483924742312,0.8086527755016298,6.819705142371763
