,00_parameters/log_dir,00_parameters/N,00_parameters/k,00_parameters/max_ls,00_parameters/pad_size,01_bounding_box_data/bounding_circle,01_bounding_box_data/bounding_square,01_bounding_box_data/bounding_square_height,01_bounding_box_data/bounding_square_width,02_simulation_data/num_diff_locus_points,02_simulation_data/num_brownian_motion_steps,03_cv_data/cv_centroid_x,03_cv_data/cv_centroid_y,03_cv_data/cv_leftmost_x,03_cv_data/cv_leftmost_y,03_cv_data/cv_rightmost_x,03_cv_data/cv_rightmost_y,03_cv_data/cv_topmost_x,03_cv_data/cv_topmost_y,03_cv_data/cv_bottommost_x,03_cv_data/cv_bottommost_y,03_cv_data/cv_contour_area,03_cv_data/cv_contour_perimeter,03_cv_data/cv_contour_k,03_cv_data/cv_boundingRect_x,03_cv_data/cv_boundingRect_y,03_cv_data/cv_boundingRect_w,03_cv_data/cv_boundingRect_h,03_cv_data/cv_boundingRect_area,03_cv_data/cv_hull_area,03_cv_data/cv_extent,03_cv_data/cv_solidity,03_cv_data/cv_minEnclosingCircle_center_x,03_cv_data/cv_minEnclosingCircle_center_y,03_cv_data/cv_minEnclosingCircle_r,03_cv_data/cv_equi_radius,04_fractal_dimension/polyfit_coeff0,04_fractal_dimension/polyfit_coeff1
63,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,49,1.0,21,1,720.3177817908993,441.0,21,21,75,20,10,9,3,2,17,14,8,0,16,17,10.0,100.36753106117249,False,3,0,15,18,270,158.0,0.037037037037037035,0.06329113924050633,9.5,9.5,9.924817085266113,1.7841241161527712,0.5152604091179596,6.084086315587086
64,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,50,1.0,21,1,720.3177817908993,441.0,21,21,75,0,10,9,3,2,17,14,8,0,16,17,10.0,100.36753106117249,False,3,0,15,18,270,158.0,0.037037037037037035,0.06329113924050633,9.5,9.5,9.924817085266113,1.7841241161527712,0.5255290901857077,6.141379189604638
65,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,50,1.0,21,1,720.3177817908993,441.0,21,21,74,0,10,9,3,2,17,14,8,0,16,17,10.0,100.36753106117249,False,3,0,15,18,270,158.0,0.037037037037037035,0.06329113924050633,9.5,9.5,9.924817085266113,1.7841241161527712,0.5255290901857077,6.141379189604638
66,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,51,1.0,21,1,720.3177817908993,441.0,21,21,74,24,10,9,2,1,17,14,8,0,16,17,10.0,103.1959581375122,False,2,0,16,18,288,166.5,0.034722222222222224,0.06006006006006006,9.0,9.0,10.63024616241455,1.7841241161527712,0.5262388523751017,6.176457931868849
67,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,52,1.0,21,1,720.3177817908993,441.0,21,21,74,2,10,9,2,1,18,15,8,0,16,17,10.0,106.02438521385193,False,2,0,17,18,306,171.5,0.032679738562091505,0.05830903790087463,9.533333778381348,8.533333778381348,10.653841972351074,1.7841241161527712,0.5360237451784844,6.2197795206518425
68,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,53,1.0,21,1,720.3177817908993,441.0,21,21,74,4,10,9,2,1,19,15,8,0,16,17,10.0,108.02438521385193,False,2,0,18,18,324,179.0,0.030864197530864196,0.055865921787709494,10.5,8.0,11.011457443237305,1.7841241161527712,0.5368378067876058,6.264655523586437
69,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,54,1.0,21,1,720.3177817908993,441.0,21,21,74,0,10,9,2,1,19,15,6,0,16,17,10.0,112.02438521385193,False,2,0,18,18,324,180.0,0.030864197530864196,0.05555555555555555,10.5,8.0,11.011457443237305,1.7841241161527712,0.5422312163076597,6.286229161666653
70,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,54,1.0,21,1,720.3177817908993,441.0,21,21,73,0,10,9,2,1,19,15,6,0,16,17,10.0,112.02438521385193,False,2,0,18,18,324,180.0,0.030864197530864196,0.05555555555555555,10.5,8.0,11.011457443237305,1.7841241161527712,0.5422312163076597,6.286229161666653
71,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,55,1.0,21,1,720.3177817908993,441.0,21,21,73,4,10,10,2,1,19,15,6,0,16,17,10.5,113.43859875202179,False,2,0,18,18,324,184.0,0.032407407407407406,0.057065217391304345,10.5,8.0,11.011457443237305,1.828183197857863,0.5432322789793648,6.318924896829729
72,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,56,1.0,21,1,720.3177817908993,441.0,21,21,73,14,10,10,2,1,20,13,6,0,16,17,10.5,116.26702582836151,False,2,0,19,18,342,195.5,0.03070175438596491,0.05370843989769821,10.5,8.0,11.011457443237305,1.828183197857863,0.5253358772019666,6.293530176688112
73,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,56,1.0,21,1,720.3177817908993,441.0,21,21,72,14,10,10,2,1,20,13,6,0,16,17,10.5,116.26702582836151,False,2,0,19,18,342,195.5,0.03070175438596491,0.05370843989769821,10.5,8.0,11.011457443237305,1.828183197857863,0.5253358772019666,6.293530176688112
74,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,57,1.0,21,1,720.3177817908993,441.0,21,21,72,0,11,10,2,1,20,14,6,0,16,17,11.5,116.26702582836151,False,2,0,19,18,342,196.0,0.033625730994152045,0.058673469387755105,11.0,7.5,11.10190200805664,1.913259964331453,0.5304428956233936,6.31395825037382
75,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,57,1.0,21,1,720.3177817908993,441.0,21,21,71,0,11,10,2,1,20,14,6,0,16,17,11.5,116.26702582836151,False,2,0,19,18,342,196.0,0.033625730994152045,0.058673469387755105,11.0,7.5,11.10190200805664,1.913259964331453,0.5304428956233936,6.31395825037382
76,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,58,1.0,21,1,720.3177817908993,441.0,21,21,71,48,11,10,2,1,20,14,6,0,16,17,11.5,118.26702582836151,False,2,0,19,18,342,200.5,0.033625730994152045,0.057356608478802994,11.0,7.5,11.10190200805664,1.913259964331453,0.539308506597423,6.364157665855876
77,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,58,1.0,21,1,720.3177817908993,441.0,21,21,70,48,11,10,2,1,20,14,6,0,16,17,11.5,118.26702582836151,False,2,0,19,18,342,200.5,0.033625730994152045,0.057356608478802994,11.0,7.5,11.10190200805664,1.913259964331453,0.539308506597423,6.364157665855876
78,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,59,1.0,21,1,720.3177817908993,441.0,21,21,70,0,11,10,2,1,20,14,3,0,16,17,11.5,121.09545290470123,False,2,0,19,18,342,202.0,0.033625730994152045,0.05693069306930693,11.0,7.5,11.10190200805664,1.913259964331453,0.5479883879861435,6.41311814593145
79,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,59,1.0,21,1,720.3177817908993,441.0,21,21,69,0,11,10,2,1,20,14,3,0,16,17,11.5,121.09545290470123,False,2,0,19,18,342,202.0,0.033625730994152045,0.05693069306930693,11.0,7.5,11.10190200805664,1.913259964331453,0.5479883879861435,6.41311814593145
80,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,60,1.0,21,1,720.3177817908993,441.0,21,21,69,0,11,10,2,1,20,14,3,0,16,17,11.5,121.09545290470123,False,2,0,19,18,342,202.0,0.033625730994152045,0.05693069306930693,11.0,7.5,11.10190200805664,1.913259964331453,0.548690233637863,6.453104084355217
81,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,60,1.0,21,1,720.3177817908993,441.0,21,21,68,0,11,10,2,1,20,14,3,0,16,17,11.5,121.09545290470123,False,2,0,19,18,342,202.0,0.033625730994152045,0.05693069306930693,11.0,7.5,11.10190200805664,1.913259964331453,0.548690233637863,6.453104084355217
82,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,61,1.0,21,1,720.3177817908993,441.0,21,21,68,20,11,10,2,1,20,16,3,0,16,17,11.5,123.92387998104095,False,2,0,19,18,342,205.5,0.033625730994152045,0.05596107055961071,11.0,8.5,11.715475082397461,1.913259964331453,0.5320765412454341,6.439197316448293
83,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,61,1.0,21,1,720.3177817908993,441.0,21,21,67,20,11,10,2,1,20,16,3,0,16,17,11.5,123.92387998104095,False,2,0,19,18,342,205.5,0.033625730994152045,0.05596107055961071,11.0,8.5,11.715475082397461,1.913259964331453,0.5320765412454341,6.439197316448293
84,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,62,1.0,21,1,720.3177817908993,441.0,21,21,67,2,11,10,1,1,20,16,3,0,16,17,11.5,125.92387998104095,False,1,0,20,18,360,212.0,0.03194444444444444,0.054245283018867926,10.5,8.5,12.103818893432617,1.913259964331453,0.5367683358102318,6.457964494707485
85,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,63,1.0,21,1,720.3177817908993,441.0,21,21,67,7,11,10,1,1,20,16,3,0,16,17,12.0,127.33809351921082,False,1,0,20,18,360,212.0,0.03333333333333333,0.05660377358490566,10.5,8.5,12.103818893432617,1.9544100476116797,0.5449474494059123,6.494243340063279
86,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,64,1.0,21,1,720.3177817908993,441.0,21,21,67,0,11,10,0,1,20,16,3,0,16,17,12.0,129.33809351921082,False,0,0,21,18,378,218.5,0.031746031746031744,0.05491990846681922,10.0,8.5,12.500100135803223,1.9544100476116797,0.5529680065219971,6.5392632532993575
87,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,64,1.0,21,1,720.3177817908993,441.0,21,21,66,0,11,10,0,1,20,16,3,0,16,17,12.0,129.33809351921082,False,0,0,21,18,378,218.5,0.031746031746031744,0.05491990846681922,10.0,8.5,12.500100135803223,1.9544100476116797,0.5529680065219971,6.5392632532993575
88,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,65,1.0,21,1,720.3177817908993,441.0,21,21,66,1,11,10,0,1,20,16,3,0,16,17,12.0,129.33809351921082,False,0,0,21,18,378,218.5,0.031746031746031744,0.05491990846681922,10.0,8.5,12.500100135803223,1.9544100476116797,0.5335291094654602,6.536077580041667
89,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,65,1.0,21,1,720.3177817908993,441.0,21,21,65,1,11,10,0,1,20,16,3,0,16,17,12.0,129.33809351921082,False,0,0,21,18,378,218.5,0.031746031746031744,0.05491990846681922,10.0,8.5,12.500100135803223,1.9544100476116797,0.5335291094654602,6.536077580041667
90,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,66,1.0,21,1,720.3177817908993,441.0,21,21,65,0,11,10,0,1,20,16,3,0,16,17,12.0,129.33809351921082,False,0,0,21,18,378,218.5,0.031746031746031744,0.05491990846681922,10.0,8.5,12.500100135803223,1.9544100476116797,0.5379343707314609,6.5536986251056675
91,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,66,1.0,21,1,720.3177817908993,441.0,21,21,64,0,11,10,0,1,20,16,3,0,16,17,12.0,129.33809351921082,False,0,0,21,18,378,218.5,0.031746031746031744,0.05491990846681922,10.0,8.5,12.500100135803223,1.9544100476116797,0.5379343707314609,6.5536986251056675
92,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,67,1.0,21,1,720.3177817908993,441.0,21,21,64,0,11,9,0,1,20,16,3,0,16,17,12.5,130.75230705738068,False,0,0,21,18,378,224.5,0.03306878306878307,0.0556792873051225,10.0,8.5,12.500100135803223,1.9947114020071635,0.5422733849513246,6.5710546819851245
93,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,67,1.0,21,1,720.3177817908993,441.0,21,21,63,0,11,9,0,1,20,16,3,0,16,17,12.5,130.75230705738068,False,0,0,21,18,378,224.5,0.03306878306878307,0.0556792873051225,10.0,8.5,12.500100135803223,1.9947114020071635,0.5422733849513246,6.5710546819851245
94,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,68,1.0,21,1,720.3177817908993,441.0,21,21,63,15,11,9,0,1,20,16,3,0,16,17,13.0,132.16652059555054,False,0,0,21,18,378,224.5,0.03439153439153439,0.05790645879732739,10.0,8.5,12.500100135803223,2.0342144725641096,0.5242039878359214,6.560454340041043
95,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,69,1.0,21,1,720.3177817908993,441.0,21,21,63,0,11,9,0,1,20,16,3,0,16,17,13.0,132.16652059555054,False,0,0,21,18,378,224.5,0.03439153439153439,0.05790645879732739,10.0,8.5,12.500100135803223,2.0342144725641096,0.5316584587107247,6.602393195181185
96,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,69,1.0,21,1,720.3177817908993,441.0,21,21,62,0,11,9,0,1,20,16,3,0,16,17,13.0,132.16652059555054,False,0,0,21,18,378,224.5,0.03439153439153439,0.05790645879732739,10.0,8.5,12.500100135803223,2.0342144725641096,0.5316584587107247,6.602393195181185
97,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,70,1.0,21,1,720.3177817908993,441.0,21,21,62,0,11,9,0,1,20,16,3,0,16,17,13.0,134.16652059555054,False,0,0,21,18,378,228.5,0.03439153439153439,0.05689277899343545,10.0,8.5,12.500100135803223,2.0342144725641096,0.5358101707440848,6.619000043314624
98,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,70,1.0,21,1,720.3177817908993,441.0,21,21,61,0,11,9,0,1,20,16,3,0,16,17,13.0,134.16652059555054,False,0,0,21,18,378,228.5,0.03439153439153439,0.05689277899343545,10.0,8.5,12.500100135803223,2.0342144725641096,0.5358101707440848,6.619000043314624
99,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,71,1.0,21,1,720.3177817908993,441.0,21,21,61,0,11,9,0,1,20,16,3,0,16,17,13.0,136.16652059555054,False,0,0,21,18,378,234.0,0.03439153439153439,0.05555555555555555,10.0,8.5,12.500100135803223,2.0342144725641096,0.5430738772287622,6.659839499604445
100,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,71,1.0,21,1,720.3177817908993,441.0,21,21,60,0,11,9,0,1,20,16,3,0,16,17,13.0,136.16652059555054,False,0,0,21,18,378,234.0,0.03439153439153439,0.05555555555555555,10.0,8.5,12.500100135803223,2.0342144725641096,0.5430738772287622,6.659839499604445
101,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,72,1.0,21,1,720.3177817908993,441.0,21,21,60,1,11,9,0,1,20,16,3,0,16,17,13.0,136.16652059555054,False,0,0,21,18,378,234.0,0.03439153439153439,0.05555555555555555,10.0,8.5,12.500100135803223,2.0342144725641096,0.5260081553424282,6.658162732017796
102,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,72,1.0,21,1,720.3177817908993,441.0,21,21,59,1,11,9,0,1,20,16,3,0,16,17,13.0,136.16652059555054,False,0,0,21,18,378,234.0,0.03439153439153439,0.05555555555555555,10.0,8.5,12.500100135803223,2.0342144725641096,0.5260081553424282,6.658162732017796
103,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,73,1.0,21,1,720.3177817908993,441.0,21,21,59,8,10,9,0,1,20,16,3,0,16,17,13.5,137.5807341337204,False,0,0,21,18,378,236.0,0.03571428571428571,0.057203389830508475,10.0,8.5,12.500100135803223,2.072964896828013,0.5299880668299698,6.674082377967962
104,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,73,1.0,21,1,720.3177817908993,441.0,21,21,58,8,10,9,0,1,20,16,3,0,16,17,13.5,137.5807341337204,False,0,0,21,18,378,236.0,0.03571428571428571,0.057203389830508475,10.0,8.5,12.500100135803223,2.072964896828013,0.5299880668299698,6.674082377967962
105,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,74,1.0,21,1,720.3177817908993,441.0,21,21,58,0,10,9,0,1,20,16,3,0,16,17,13.5,137.5807341337204,False,0,0,21,18,378,236.0,0.03571428571428571,0.057203389830508475,10.0,8.5,12.500100135803223,2.072964896828013,0.5140457273037424,6.6737027469695755
106,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,74,1.0,21,1,720.3177817908993,441.0,21,21,57,0,10,9,0,1,20,16,3,0,16,17,13.5,137.5807341337204,False,0,0,21,18,378,236.0,0.03571428571428571,0.057203389830508475,10.0,8.5,12.500100135803223,2.072964896828013,0.5140457273037424,6.6737027469695755
107,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,75,1.0,21,1,720.3177817908993,441.0,21,21,57,0,10,9,0,1,20,16,3,0,16,17,13.5,139.5807341337204,False,0,0,21,18,378,239.5,0.03571428571428571,0.05636743215031315,10.0,8.5,12.500100135803223,2.072964896828013,0.5147534721501191,6.6979286240937315
108,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,75,1.0,21,1,720.3177817908993,441.0,21,21,56,0,10,9,0,1,20,16,3,0,16,17,13.5,139.5807341337204,False,0,0,21,18,378,239.5,0.03571428571428571,0.05636743215031315,10.0,8.5,12.500100135803223,2.072964896828013,0.5147534721501191,6.6979286240937315
109,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,76,1.0,21,1,720.3177817908993,441.0,21,21,56,6,10,9,0,1,20,16,3,0,16,17,13.5,141.5807341337204,False,0,0,21,18,378,241.5,0.03571428571428571,0.055900621118012424,10.0,8.5,12.500100135803223,2.072964896828013,0.515600502400255,6.721899486376297
110,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,76,1.0,21,1,720.3177817908993,441.0,21,21,55,6,10,9,0,1,20,16,3,0,16,17,13.5,141.5807341337204,False,0,0,21,18,378,241.5,0.03571428571428571,0.055900621118012424,10.0,8.5,12.500100135803223,2.072964896828013,0.515600502400255,6.721899486376297
111,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,77,1.0,21,1,720.3177817908993,441.0,21,21,55,0,10,9,0,1,20,16,3,0,16,17,13.5,141.5807341337204,False,0,0,21,18,378,241.5,0.03571428571428571,0.055900621118012424,10.0,8.5,12.500100135803223,2.072964896828013,0.5222292230701945,6.751271284275733
112,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,77,1.0,21,1,720.3177817908993,441.0,21,21,54,0,10,9,0,1,20,16,3,0,16,17,13.5,141.5807341337204,False,0,0,21,18,378,241.5,0.03571428571428571,0.055900621118012424,10.0,8.5,12.500100135803223,2.072964896828013,0.5222292230701945,6.751271284275733
113,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,78,1.0,21,1,720.3177817908993,441.0,21,21,54,0,10,9,0,1,20,16,3,0,16,17,13.5,141.5807341337204,False,0,0,21,18,378,241.5,0.03571428571428571,0.055900621118012424,10.0,8.5,12.500100135803223,2.072964896828013,0.5230954434839874,6.782418334895102
114,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,78,1.0,21,1,720.3177817908993,441.0,21,21,53,0,10,9,0,1,20,16,3,0,16,17,13.5,141.5807341337204,False,0,0,21,18,378,241.5,0.03571428571428571,0.055900621118012424,10.0,8.5,12.500100135803223,2.072964896828013,0.5230954434839874,6.782418334895102
115,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,79,1.0,21,1,720.3177817908993,441.0,21,21,53,0,10,9,0,1,20,16,3,0,16,17,13.5,141.5807341337204,False,0,0,21,18,378,241.5,0.03571428571428571,0.055900621118012424,10.0,8.5,12.500100135803223,2.072964896828013,0.5084739421866775,6.781910572918221
116,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,79,1.0,21,1,720.3177817908993,441.0,21,21,52,0,10,9,0,1,20,16,3,0,16,17,13.5,141.5807341337204,False,0,0,21,18,378,241.5,0.03571428571428571,0.055900621118012424,10.0,8.5,12.500100135803223,2.072964896828013,0.5084739421866775,6.781910572918221
117,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,80,1.0,21,1,720.3177817908993,441.0,21,21,52,3,10,9,0,1,20,16,3,0,16,17,13.5,144.40916121006012,False,0,0,21,18,378,241.5,0.03571428571428571,0.055900621118012424,10.0,8.5,12.500100135803223,2.072964896828013,0.5148001162887552,6.817406915170295
118,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,81,1.0,21,1,720.3177817908993,441.0,21,21,52,0,10,9,0,1,20,16,3,0,16,17,13.5,144.40916121006012,False,0,0,21,18,378,241.5,0.03571428571428571,0.055900621118012424,10.0,8.5,12.500100135803223,2.072964896828013,0.5210317190243273,6.844980547248699
119,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,81,1.0,21,1,720.3177817908993,441.0,21,21,51,0,10,9,0,1,20,16,3,0,16,17,13.5,144.40916121006012,False,0,0,21,18,378,241.5,0.03571428571428571,0.055900621118012424,10.0,8.5,12.500100135803223,2.072964896828013,0.5210317190243273,6.844980547248699
120,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,82,1.0,21,1,720.3177817908993,441.0,21,21,51,10,10,9,0,1,20,16,3,0,16,17,14.0,145.82337474822998,False,0,0,21,18,378,241.5,0.037037037037037035,0.057971014492753624,10.0,8.5,12.500100135803223,2.111004122822376,0.527171640224313,6.8794449281069605
121,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,83,1.0,21,1,720.3177817908993,441.0,21,21,51,0,10,9,0,1,20,16,3,0,16,17,14.0,145.82337474822998,False,0,0,21,18,378,241.5,0.037037037037037035,0.057971014492753624,10.0,8.5,12.500100135803223,2.111004122822376,0.5158690092813261,6.863834636912523
122,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,83,1.0,21,1,720.3177817908993,441.0,21,21,50,0,10,9,0,1,20,16,3,0,16,17,14.0,145.82337474822998,False,0,0,21,18,378,241.5,0.037037037037037035,0.057971014492753624,10.0,8.5,12.500100135803223,2.111004122822376,0.5158690092813261,6.863834636912523
123,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,84,1.0,21,1,720.3177817908993,441.0,21,21,50,0,10,9,0,1,20,16,3,0,16,17,14.0,145.82337474822998,False,0,0,21,18,378,241.5,0.037037037037037035,0.057971014492753624,10.0,8.5,12.500100135803223,2.111004122822376,0.5193246075676932,6.877657030057992
124,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,84,1.0,21,1,720.3177817908993,441.0,21,21,49,0,10,9,0,1,20,16,3,0,16,17,14.0,145.82337474822998,False,0,0,21,18,378,241.5,0.037037037037037035,0.057971014492753624,10.0,8.5,12.500100135803223,2.111004122822376,0.5193246075676932,6.877657030057992
125,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,85,1.0,21,1,720.3177817908993,441.0,21,21,49,0,10,9,0,1,20,16,3,0,16,17,14.0,145.82337474822998,False,0,0,21,18,378,241.5,0.037037037037037035,0.057971014492753624,10.0,8.5,12.500100135803223,2.111004122822376,0.5227393102394814,6.891315840745144
126,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,85,1.0,21,1,720.3177817908993,441.0,21,21,48,0,10,9,0,1,20,16,3,0,16,17,14.0,145.82337474822998,False,0,0,21,18,378,241.5,0.037037037037037035,0.057971014492753624,10.0,8.5,12.500100135803223,2.111004122822376,0.5227393102394814,6.891315840745144
127,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,86,1.0,21,1,720.3177817908993,441.0,21,21,48,0,10,9,0,1,20,16,3,0,16,17,14.0,145.82337474822998,False,0,0,21,18,378,241.5,0.037037037037037035,0.057971014492753624,10.0,8.5,12.500100135803223,2.111004122822376,0.5261140739523608,6.904814895596663
128,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,86,1.0,21,1,720.3177817908993,441.0,21,21,47,0,10,9,0,1,20,16,3,0,16,17,14.0,145.82337474822998,False,0,0,21,18,378,241.5,0.037037037037037035,0.057971014492753624,10.0,8.5,12.500100135803223,2.111004122822376,0.5261140739523608,6.904814895596663
