,00_parameters/log_dir,00_parameters/N,00_parameters/k,00_parameters/max_ls,00_parameters/pad_size,01_bounding_box_data/bounding_circle,01_bounding_box_data/bounding_square,01_bounding_box_data/bounding_square_height,01_bounding_box_data/bounding_square_width,02_simulation_data/num_diff_locus_points,02_simulation_data/num_brownian_motion_steps,03_cv_data/cv_centroid_x,03_cv_data/cv_centroid_y,03_cv_data/cv_leftmost_x,03_cv_data/cv_leftmost_y,03_cv_data/cv_rightmost_x,03_cv_data/cv_rightmost_y,03_cv_data/cv_topmost_x,03_cv_data/cv_topmost_y,03_cv_data/cv_bottommost_x,03_cv_data/cv_bottommost_y,03_cv_data/cv_contour_area,03_cv_data/cv_contour_perimeter,03_cv_data/cv_contour_k,03_cv_data/cv_boundingRect_x,03_cv_data/cv_boundingRect_y,03_cv_data/cv_boundingRect_w,03_cv_data/cv_boundingRect_h,03_cv_data/cv_boundingRect_area,03_cv_data/cv_hull_area,03_cv_data/cv_extent,03_cv_data/cv_solidity,03_cv_data/cv_minEnclosingCircle_center_x,03_cv_data/cv_minEnclosingCircle_center_y,03_cv_data/cv_minEnclosingCircle_r,03_cv_data/cv_equi_radius,04_fractal_dimension/polyfit_coeff0,04_fractal_dimension/polyfit_coeff1
28,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,22,1.0,21,1,373.2180467285683,225.0,15,15,64,1,6,5,3,6,12,10,6,1,10,11,4.0,46.76955199241638,False,3,1,10,11,110,46.5,0.03636363636363636,0.08602150537634409,8.5,6.0,5.590270042419434,1.1283791670955126,0.5593660010354371,4.959431618637297
29,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,23,1.0,21,1,373.2180467285683,225.0,15,15,64,73,6,5,3,6,12,12,6,1,12,12,4.0,49.5979790687561,False,3,1,10,12,120,48.0,0.03333333333333333,0.08333333333333333,9.0,6.5,6.265082359313965,1.1283791670955126,0.5155648368892198,4.977007253861275
30,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,24,1.0,21,1,373.2180467285683,225.0,15,15,64,11,6,5,3,2,12,12,6,1,12,12,4.0,52.426406145095825,False,3,1,10,12,120,52.0,0.03333333333333333,0.07692307692307693,7.5,7.0,6.726912021636963,1.1283791670955126,0.47856808791992383,5.000000000000001
31,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,25,1.0,21,1,476.3515643429166,289.0,17,17,72,3,7,6,4,3,13,13,6,1,13,13,4.0,55.25483322143555,False,4,1,10,13,130,54.5,0.03076923076923077,0.07339449541284404,9.5,7.0,6.946321964263916,1.1283791670955126,0.459054037524227,5.010768227205137
32,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,25,1.0,21,1,476.3515643429166,289.0,17,17,72,3,7,6,4,3,13,13,6,1,13,13,4.0,55.25483322143555,False,4,1,10,13,130,54.5,0.03076923076923077,0.07339449541284404,9.5,7.0,6.946321964263916,1.1283791670955126,0.459054037524227,5.010768227205137
33,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,26,1.0,21,1,476.3515643429166,289.0,17,17,72,60,7,6,4,3,13,13,6,1,13,14,4.0,57.25483322143555,False,4,1,10,14,140,57.5,0.02857142857142857,0.06956521739130435,9.5,7.5,7.382511615753174,1.1283791670955126,0.4703707431975002,5.081141226315002
34,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,27,1.0,21,1,476.3515643429166,289.0,17,17,72,88,7,6,4,3,13,13,6,1,13,14,4.0,60.08326029777527,False,4,1,10,14,140,66.0,0.02857142857142857,0.06060606060606061,9.5,7.5,7.382511615753174,1.1283791670955126,0.4509775004326937,5.088872502451931
35,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,28,1.0,21,1,592.0515280451535,361.0,19,19,80,2,8,7,5,4,14,14,8,1,14,15,4.0,62.91168737411499,False,5,1,10,15,150,68.5,0.02666666666666667,0.058394160583941604,11.0,8.0,7.615873336791992,1.1283791670955126,0.4540709262671431,5.154647385023371
36,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,28,1.0,21,1,592.0515280451535,361.0,19,19,80,2,8,7,5,4,14,14,8,1,14,15,4.0,62.91168737411499,False,5,1,10,15,150,68.5,0.02666666666666667,0.058394160583941604,11.0,8.0,7.615873336791992,1.1283791670955126,0.4540709262671431,5.154647385023371
37,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,29,1.0,21,1,720.3177817908993,441.0,21,21,80,50,9,8,6,5,15,15,10,1,15,16,4.0,65.74011445045471,False,6,1,10,16,160,71.0,0.025,0.056338028169014086,12.5,8.5,7.905794143676758,1.1283791670955126,0.4641961408811369,5.218243686963333
38,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,29,1.0,21,1,720.3177817908993,441.0,21,21,80,50,9,8,6,5,15,15,10,1,15,16,4.0,65.74011445045471,False,6,1,10,16,160,71.0,0.025,0.056338028169014086,12.5,8.5,7.905794143676758,1.1283791670955126,0.4641961408811369,5.218243686963333
39,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,30,1.0,21,1,720.3177817908993,441.0,21,21,80,14,11,10,6,5,16,14,10,1,15,16,6.0,65.74011445045471,False,6,1,11,16,176,75.5,0.03409090909090909,0.07947019867549669,12.5,8.5,7.905794143676758,1.381976597885342,0.47397806097732603,5.278754408131394
40,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,31,1.0,21,1,720.3177817908993,441.0,21,21,80,5,11,10,6,5,16,14,10,1,15,16,6.0,67.74011445045471,False,6,1,11,16,176,78.0,0.03409090909090909,0.07692307692307693,12.5,8.5,7.905794143676758,1.381976597885342,0.4770889097023817,5.339848918300974
41,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,32,1.0,21,1,720.3177817908993,441.0,21,21,80,28,11,10,6,5,16,14,10,1,15,16,6.0,69.74011445045471,False,6,1,11,16,176,80.0,0.03409090909090909,0.075,12.5,8.5,7.905794143676758,1.381976597885342,0.4932885804141463,5.411686533937172
42,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,33,1.0,21,1,720.3177817908993,441.0,21,21,80,53,11,10,5,10,16,14,10,1,15,16,6.0,72.56854152679443,False,5,1,12,16,192,89.5,0.03125,0.0670391061452514,12.5,8.5,7.905794143676758,1.381976597885342,0.5021674042858373,5.467108964134118
43,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,34,1.0,21,1,720.3177817908993,441.0,21,21,80,10,11,10,5,3,16,14,10,1,15,16,6.0,75.39696860313416,False,5,1,12,16,192,96.5,0.03125,0.06217616580310881,10.397958755493164,9.193877220153809,8.216065406799316,1.381976597885342,0.5107811486642145,5.520185822525924
44,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,35,1.0,21,1,720.3177817908993,441.0,21,21,80,33,11,10,5,3,16,14,10,1,15,16,6.0,77.39696860313416,False,5,1,12,16,192,102.0,0.03125,0.058823529411764705,10.397958755493164,9.193877220153809,8.216065406799316,1.381976597885342,0.5258566033889933,5.604691629260961
45,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,36,1.0,21,1,720.3177817908993,441.0,21,21,80,16,10,9,5,3,16,14,10,1,15,16,6.5,78.81118214130402,False,5,1,12,16,192,102.0,0.033854166666666664,0.06372549019607843,10.397958755493164,9.193877220153809,8.216065406799316,1.438406847937898,0.5339850002884623,5.637205216858836
46,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,37,1.0,21,1,720.3177817908993,441.0,21,21,80,56,11,10,5,3,16,16,10,1,15,16,7.0,80.22539567947388,False,5,1,12,16,192,103.0,0.036458333333333336,0.06796116504854369,10.5,9.5,8.514793395996094,1.4927053303604616,0.5418906731257904,5.685320340246545
47,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,38,1.0,21,1,720.3177817908993,441.0,21,21,80,70,11,10,5,3,16,17,10,1,16,17,7.5,81.63960921764374,False,5,1,12,17,204,105.5,0.03676470588235294,0.07109004739336493,10.65217399597168,9.8804349899292,8.904449462890625,1.5450968080927583,0.5559985364306888,5.748164827208109
48,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,39,1.0,21,1,720.3177817908993,441.0,21,21,80,15,11,9,5,3,16,17,11,0,16,17,8.0,83.0538227558136,False,5,0,12,18,216,108.5,0.037037037037037035,0.07373271889400922,11.756410598754883,9.01282024383545,9.04460620880127,1.5957691216057308,0.5696335319808357,5.824445366275365
49,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,39,1.0,21,1,720.3177817908993,441.0,21,21,79,15,11,9,5,3,16,17,11,0,16,17,8.0,83.0538227558136,False,5,0,12,18,216,108.5,0.037037037037037035,0.07373271889400922,11.756410598754883,9.01282024383545,9.04460620880127,1.5957691216057308,0.5696335319808357,5.824445366275365
50,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,40,1.0,21,1,720.3177817908993,441.0,21,21,79,0,11,9,5,3,16,17,11,0,16,17,8.0,83.0538227558136,False,5,0,12,18,216,108.5,0.037037037037037035,0.07373271889400922,11.756410598754883,9.01282024383545,9.04460620880127,1.5957691216057308,0.5362899875943674,5.817389939125687
51,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,40,1.0,21,1,720.3177817908993,441.0,21,21,78,0,11,9,5,3,16,17,11,0,16,17,8.0,83.0538227558136,False,5,0,12,18,216,108.5,0.037037037037037035,0.07373271889400922,11.756410598754883,9.01282024383545,9.04460620880127,1.5957691216057308,0.5362899875943674,5.817389939125687
52,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,41,1.0,21,1,720.3177817908993,441.0,21,21,78,106,10,9,5,3,16,17,11,0,16,17,10.0,83.0538227558136,False,5,0,12,18,216,110.5,0.046296296296296294,0.09049773755656108,11.756410598754883,9.01282024383545,9.04460620880127,1.7841241161527712,0.5375254006351546,5.862633109351454
53,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,42,1.0,21,1,720.3177817908993,441.0,21,21,78,62,10,9,5,3,16,17,11,0,16,17,10.0,85.88224983215332,False,5,0,12,18,216,119.5,0.046296296296296294,0.08368200836820083,11.756410598754883,9.01282024383545,9.04460620880127,1.7841241161527712,0.5444784842672896,5.890445443879993
54,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,43,1.0,21,1,720.3177817908993,441.0,21,21,78,16,10,9,5,3,17,14,11,0,16,17,10.0,87.88224983215332,False,5,0,13,18,234,126.0,0.042735042735042736,0.07936507936507936,11.756410598754883,9.01282024383545,9.04460620880127,1.7841241161527712,0.5567127290541948,5.9448272014298515
55,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,44,1.0,21,1,720.3177817908993,441.0,21,21,78,1,10,9,5,3,17,14,9,0,16,17,10.0,90.71067690849304,False,5,0,13,18,234,129.0,0.042735042735042736,0.07751937984496124,12.308988571166992,8.578651428222656,9.194808959960938,1.7841241161527712,0.5685928438306486,6.011672268103359
56,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,44,1.0,21,1,720.3177817908993,441.0,21,21,77,1,10,9,5,3,17,14,9,0,16,17,10.0,90.71067690849304,False,5,0,13,18,234,129.0,0.042735042735042736,0.07751937984496124,12.308988571166992,8.578651428222656,9.194808959960938,1.7841241161527712,0.5685928438306486,6.011672268103359
57,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,45,1.0,21,1,720.3177817908993,441.0,21,21,77,26,10,9,4,2,17,14,9,0,16,17,10.0,93.53910398483276,False,4,0,14,18,252,137.0,0.03968253968253968,0.072992700729927,10.0,9.5,9.60478687286377,1.7841241161527712,0.5390476075954597,5.991429729022575
58,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,46,1.0,21,1,720.3177817908993,441.0,21,21,77,30,10,9,4,2,17,14,9,0,16,17,10.0,96.36753106117249,False,4,0,14,18,252,150.5,0.03968253968253968,0.0664451827242525,10.0,9.5,9.60478687286377,1.7841241161527712,0.5227796348390349,5.9996730467166515
59,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,47,1.0,21,1,720.3177817908993,441.0,21,21,77,57,10,9,3,2,17,14,9,0,16,17,10.0,98.36753106117249,False,3,0,15,18,270,157.0,0.037037037037037035,0.06369426751592357,9.5,9.5,9.924817085266113,1.7841241161527712,0.5289850139631593,6.037320630697091
60,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,48,1.0,21,1,720.3177817908993,441.0,21,21,77,40,10,9,3,2,17,14,8,0,16,17,10.0,100.36753106117249,False,3,0,15,18,270,158.0,0.037037037037037035,0.06329113924050633,9.5,9.5,9.924817085266113,1.7841241161527712,0.5397903152496987,6.085272407321085
61,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,48,1.0,21,1,720.3177817908993,441.0,21,21,76,40,10,9,3,2,17,14,8,0,16,17,10.0,100.36753106117249,False,3,0,15,18,270,158.0,0.037037037037037035,0.06329113924050633,9.5,9.5,9.924817085266113,1.7841241161527712,0.5397903152496987,6.085272407321085
62,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_02_08_GMADDA_k1.0_ls21_pad1,49,1.0,21,1,720.3177817908993,441.0,21,21,76,20,10,9,3,2,17,14,8,0,16,17,10.0,100.36753106117249,False,3,0,15,18,270,158.0,0.037037037037037035,0.06329113924050633,9.5,9.5,9.924817085266113,1.7841241161527712,0.5152604091179596,6.084086315587086
