,00_parameters/log_dir,00_parameters/N,00_parameters/k,00_parameters/max_ls,00_parameters/pad_size,01_bounding_box_data/bounding_circle,01_bounding_box_data/bounding_square,01_bounding_box_data/bounding_square_height,01_bounding_box_data/bounding_square_width,02_simulation_data/num_diff_locus_points,02_simulation_data/num_brownian_motion_steps,03_cv_data/cv_centroid_x,03_cv_data/cv_centroid_y,03_cv_data/cv_leftmost_x,03_cv_data/cv_leftmost_y,03_cv_data/cv_rightmost_x,03_cv_data/cv_rightmost_y,03_cv_data/cv_topmost_x,03_cv_data/cv_topmost_y,03_cv_data/cv_bottommost_x,03_cv_data/cv_bottommost_y,03_cv_data/cv_contour_area,03_cv_data/cv_contour_perimeter,03_cv_data/cv_contour_k,03_cv_data/cv_boundingRect_x,03_cv_data/cv_boundingRect_y,03_cv_data/cv_boundingRect_w,03_cv_data/cv_boundingRect_h,03_cv_data/cv_boundingRect_area,03_cv_data/cv_hull_area,03_cv_data/cv_extent,03_cv_data/cv_solidity,03_cv_data/cv_minEnclosingCircle_center_x,03_cv_data/cv_minEnclosingCircle_center_y,03_cv_data/cv_minEnclosingCircle_r,03_cv_data/cv_equi_radius,04_fractal_dimension/polyfit_coeff0,04_fractal_dimension/polyfit_coeff1
0,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_00_49_GMADDA_k1.0_ls11_pad1,1,1.0,11,1,3.141592653589793,1.0,1,1,8,1,-1,-1,0,0,0,0,0,0,0,0,0.0,0.0,False,0,0,1,1,1,0.0,0.0,-1,0.0,0.0,9.999999747378752e-05,0.0,-1.0,-1.0
1,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_00_49_GMADDA_k1.0_ls11_pad1,2,1.0,11,1,18.310543469948435,9.0,3,3,16,0,-1,-1,1,1,2,1,1,1,1,1,0.0,2.0,False,1,1,2,1,2,0.0,0.0,-1,1.5,1.0,0.5001000165939331,0.0,-3.9720546451956367e-16,0.9999999999999993
2,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_00_49_GMADDA_k1.0_ls11_pad1,2,1.0,11,1,18.310543469948435,9.0,3,3,16,0,-1,-1,1,1,2,1,1,1,1,1,0.0,2.0,False,1,1,2,1,2,0.0,0.0,-1,1.5,1.0,0.5001000165939331,0.0,-3.9720546451956367e-16,0.9999999999999993
3,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_00_49_GMADDA_k1.0_ls11_pad1,3,1.0,11,1,46.04586447053771,25.0,5,5,24,0,-1,-1,2,2,4,3,2,2,4,3,0.0,4.828427076339722,False,2,2,3,2,6,0.5,0.0,0.0,3.0,2.5,1.1181340217590332,0.0,0.7924812503605783,2.6416041678685938
4,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_00_49_GMADDA_k1.0_ls11_pad1,3,1.0,11,1,46.04586447053771,25.0,5,5,24,0,-1,-1,2,2,4,3,2,2,4,3,0.0,4.828427076339722,False,2,2,3,2,6,0.5,0.0,0.0,3.0,2.5,1.1181340217590332,0.0,0.7924812503605783,2.6416041678685938
5,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_00_49_GMADDA_k1.0_ls11_pad1,4,1.0,11,1,86.34755172854614,49.0,7,7,32,5,-1,-1,3,3,6,3,3,3,5,4,0.0,7.656854152679443,False,3,3,4,2,8,1.5,0.0,0.0,4.5,3.0,1.500100016593933,0.0,1.0000000000000002,3.333333333333333
6,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_00_49_GMADDA_k1.0_ls11_pad1,4,1.0,11,1,86.34755172854614,49.0,7,7,32,5,-1,-1,3,3,6,3,3,3,5,4,0.0,7.656854152679443,False,3,3,4,2,8,1.5,0.0,0.0,4.5,3.0,1.500100016593933,0.0,1.0000000000000002,3.333333333333333
7,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_00_49_GMADDA_k1.0_ls11_pad1,5,1.0,11,1,139.21561702440815,81.0,9,9,40,0,-1,-1,4,4,8,4,4,4,6,5,0.0,9.656854152679443,False,4,4,5,2,10,2.0,0.0,0.0,6.0,4.0,2.0000998973846436,0.0,0.3210896782498621,2.5294468445267855
8,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_00_49_GMADDA_k1.0_ls11_pad1,5,1.0,11,1,139.21561702440815,81.0,9,9,40,0,-1,-1,4,4,8,4,4,4,6,5,0.0,9.656854152679443,False,4,4,5,2,10,2.0,0.0,0.0,6.0,4.0,2.0000998973846436,0.0,0.3210896782498621,2.5294468445267855
9,/home/sourabh/prj/DLA/runs/part02_stickiness_of_particles/19_05_09_13_00_49_GMADDA_k1.0_ls11_pad1,6,1.0,11,1,204.6500546230325,121.0,11,11,40,52,-1,-1,5,5,10,6,5,5,7,6,0.0,12.485281229019165,False,5,5,6,2,12,3.5,0.0,0.0,7.5,5.5,2.549609661102295,0.0,0.24918530963296745,2.7459265481648374
