,00_parameters/N,00_parameters/k,00_parameters/max_ls,00_parameters/pad_size,01_bounding_box_data/bounding_circle,01_bounding_box_data/bounding_square,01_bounding_box_data/bounding_square_height,01_bounding_box_data/bounding_square_width,02_simulation_data/num_diff_locus_points,02_simulation_data/num_brownian_motion_steps,03_cv_data/cv_centroid_x,03_cv_data/cv_centroid_y,03_cv_data/cv_leftmost_x,03_cv_data/cv_leftmost_y,03_cv_data/cv_rightmost_x,03_cv_data/cv_rightmost_y,03_cv_data/cv_topmost_x,03_cv_data/cv_topmost_y,03_cv_data/cv_bottommost_x,03_cv_data/cv_bottommost_y,03_cv_data/cv_contour_area,03_cv_data/cv_contour_perimeter,03_cv_data/cv_contour_k,03_cv_data/cv_boundingRect_x,03_cv_data/cv_boundingRect_y,03_cv_data/cv_boundingRect_w,03_cv_data/cv_boundingRect_h,03_cv_data/cv_boundingRect_area,03_cv_data/cv_hull_area,03_cv_data/cv_extent,03_cv_data/cv_solidity,03_cv_data/cv_minEnclosingCircle_center_x,03_cv_data/cv_minEnclosingCircle_center_y,03_cv_data/cv_minEnclosingCircle_r,03_cv_data/cv_equi_radius,04_fractal_dimension/polyfit_coeff0,04_fractal_dimension/polyfit_coeff1
11,12,0.0015625,11,1,tensor(139.2156),81.0,9,9,40,1837,5,4,3,1,7,4,3,1,4,6,3.5,19.899494767189026,False,3,1,5,6,30,13.5,0.11666666666666667,0.25925925925925924,4.25,3.5,2.795184850692749,1.055502061411188,0.5339850002884625,3.8774437510817323
12,13,0.0015625,11,1,tensor(139.2156),81.0,9,9,40,1111,5,3,3,1,7,4,3,1,4,6,4.5,20.727921843528748,False,3,1,5,6,30,13.5,0.15,0.3333333333333333,4.25,3.5,2.795184850692749,1.196826841204298,0.5686281655144438,3.9929209685016698
13,14,0.0015625,11,1,tensor(139.2156),81.0,9,9,40,192,5,3,2,1,7,4,2,1,4,6,5.0,22.14213538169861,False,2,1,6,6,36,16.0,0.1388888888888889,0.3125,4.090909004211426,3.1818182468414307,3.0220582485198975,1.2615662610100802,0.5907491593343055,4.211032383086404
14,15,0.0015625,11,1,tensor(139.2156),81.0,9,9,40,4143,5,3,2,1,7,4,2,1,4,6,5.0,24.97056245803833,False,2,1,6,6,36,18.0,0.1388888888888889,0.2777777777777778,4.090909004211426,3.1818182468414307,3.0220582485198975,1.2615662610100802,0.6398743691938196,4.406890595608517
15,16,0.0015625,11,1,tensor(204.6501),121.0,11,11,40,278,6,4,3,2,9,4,3,2,5,7,5.5,26.38477599620819,False,3,2,7,6,42,19.5,0.13095238095238096,0.28205128205128205,5.642857074737549,4.0714287757873535,3.3580026626586914,1.3231418571003069,0.6678071905112639,4.499999999999998
16,17,0.0015625,11,1,tensor(204.6501),121.0,11,11,40,2470,6,4,3,2,9,4,3,2,5,7,5.5,29.213203072547913,False,3,2,7,6,42,23.0,0.13095238095238096,0.2391304347826087,5.5,4.5,3.5356338024139404,1.3231418571003069,0.6847351024472169,4.672425341971492
17,18,0.0015625,11,1,tensor(204.6501),121.0,11,11,40,603,6,4,3,2,9,4,3,2,5,7,6.5,29.213203072547913,False,3,2,7,6,42,23.0,0.15476190476190477,0.2826086956521739,5.5,4.5,3.5356338024139404,1.438406847937898,0.7094737505048092,4.754887502163465
18,19,0.0015625,11,1,tensor(204.6501),121.0,11,11,40,39,6,4,3,2,9,4,3,2,5,7,6.5,31.213203072547913,False,3,2,7,6,42,25.5,0.15476190476190477,0.2549019607843137,5.5,4.5,3.5356338024139404,1.438406847937898,0.7258355713160516,4.908891560887264
19,20,0.0015625,11,1,tensor(204.6501),121.0,11,11,40,418,5,5,3,2,9,4,3,2,3,7,9.5,29.213203072547913,False,3,2,7,6,42,25.5,0.2261904761904762,0.37254901960784315,5.5,4.5,3.5356338024139404,1.738949084575512,0.7480357457491846,4.982892142331042
20,21,0.0015625,11,1,tensor(204.6501),121.0,11,11,40,2937,5,5,2,7,9,4,3,2,3,7,9.5,31.213203072547913,False,2,2,8,6,48,28.0,0.19791666666666666,0.3392857142857143,5.3125,5.0625,3.837620258331299,1.738949084575512,0.7691525441166039,5.05328147022244
21,22,0.0015625,11,1,tensor(204.6501),121.0,11,11,40,220,5,5,2,7,9,8,3,2,9,8,9.5,34.041630148887634,False,2,2,8,7,56,33.0,0.16964285714285715,0.2878787878787879,5.833333492279053,5.166666507720947,4.2492828369140625,1.738949084575512,0.8030371552491589,5.189147427955945
22,23,0.0015625,11,1,tensor(204.6501),121.0,11,11,40,556,5,5,1,7,9,8,3,2,9,8,9.5,36.041630148887634,False,1,2,9,7,63,36.0,0.15079365079365079,0.2638888888888889,5.214285850524902,5.785714149475098,4.385837554931641,1.738949084575512,0.7382509162172504,5.155079158973908
23,24,0.0015625,11,1,tensor(204.6501),121.0,11,11,40,2959,5,5,1,7,9,8,3,1,9,8,10.0,37.455843687057495,False,1,1,9,8,72,38.5,0.1388888888888889,0.2597402597402597,5.300000190734863,5.099999904632568,4.7011637687683105,1.7841241161527712,0.689308479608349,5.142701109431123
24,25,0.0015625,11,1,tensor(204.6501),121.0,11,11,40,3016,5,4,1,7,9,8,3,1,9,8,16.0,32.62741661071777,False,1,1,9,8,72,38.5,0.2222222222222222,0.4155844155844156,5.300000190734863,5.099999904632568,4.7011637687683105,2.256758334191025,0.6877120785301799,5.201594798484691
25,26,0.0015625,11,1,tensor(204.6501),121.0,11,11,40,6,5,4,1,7,9,8,3,1,1,8,16.5,34.041630148887634,False,1,1,9,8,72,42.5,0.22916666666666666,0.38823529411764707,5.0,5.357142925262451,4.79433536529541,2.2917489221187703,0.7153786574317411,5.311635928809313
26,27,0.0015625,11,1,tensor(204.6501),121.0,11,11,40,563,5,4,1,7,9,8,2,0,1,8,16.5,36.870057225227356,False,1,0,9,9,81,47.5,0.2037037037037037,0.3473684210526316,5.0,4.4375,5.356535911560059,2.2917489221187703,0.7147204924942235,5.366083712831692
27,27,0.0015625,11,1,tensor(204.6501),121.0,11,11,39,563,5,4,1,7,9,8,2,0,1,8,16.5,36.870057225227356,False,1,0,9,9,81,47.5,0.2037037037037037,0.3473684210526316,5.0,4.4375,5.356535911560059,2.2917489221187703,0.7147204924942235,5.366083712831692
28,28,0.0015625,11,1,tensor(204.6501),121.0,11,11,39,545,5,4,1,7,10,4,2,0,1,8,16.5,38.870057225227356,False,1,0,10,9,90,50.5,0.18333333333333332,0.32673267326732675,5.0,4.4375,5.356535911560059,2.2917489221187703,0.658496250072116,5.35712275883306
29,28,0.0015625,11,1,tensor(204.6501),121.0,11,11,38,545,5,4,1,7,10,4,2,0,1,8,16.5,38.870057225227356,False,1,0,10,9,90,50.5,0.18333333333333332,0.32673267326732675,5.0,4.4375,5.356535911560059,2.2917489221187703,0.658496250072116,5.35712275883306
30,29,0.0015625,11,1,tensor(204.6501),121.0,11,11,38,546,5,4,1,7,10,4,2,0,1,9,16.5,40.870057225227356,False,1,0,10,10,100,54.5,0.165,0.30275229357798167,4.5789475440979,4.842105388641357,5.48616886138916,2.2917489221187703,0.6736840719931059,5.407748831903027
31,30,0.0015625,11,1,tensor(204.6501),121.0,11,11,38,1851,5,4,1,7,10,4,2,0,1,9,18.5,40.870057225227356,False,1,0,10,10,100,54.5,0.185,0.3394495412844037,4.5789475440979,4.842105388641357,5.48616886138916,2.4266711549775604,0.6976678925765383,5.503213134579713
32,31,0.0015625,11,1,tensor(204.6501),121.0,11,11,38,162,5,4,0,9,10,4,2,0,0,9,19.0,42.28427076339722,False,0,0,11,10,110,58.0,0.17272727272727273,0.3275862068965517,4.375,5.25,5.762315273284912,2.4592453796829674,0.6981092546350519,5.550518849358072
33,31,0.0015625,11,1,tensor(204.6501),121.0,11,11,37,162,5,4,0,9,10,4,2,0,0,9,19.0,42.28427076339722,False,0,0,11,10,110,58.0,0.17272727272727273,0.3275862068965517,4.375,5.25,5.762315273284912,2.4592453796829674,0.6981092546350519,5.550518849358072
34,32,0.0015625,11,1,tensor(204.6501),121.0,11,11,37,1190,5,4,0,9,10,8,2,0,0,9,19.0,44.28427076339722,False,0,0,11,10,110,60.5,0.17272727272727273,0.3140495867768595,4.681818008422852,5.318181991577148,5.956206798553467,2.4592453796829674,0.6502500340529179,5.543731420625166
35,32,0.0015625,11,1,tensor(204.6501),121.0,11,11,36,1190,5,4,0,9,10,8,2,0,0,9,19.0,44.28427076339722,False,0,0,11,10,110,60.5,0.17272727272727273,0.3140495867768595,4.681818008422852,5.318181991577148,5.956206798553467,2.4592453796829674,0.6502500340529179,5.543731420625166
36,33,0.0015625,11,1,tensor(204.6501),121.0,11,11,36,50,5,5,0,9,10,8,2,0,0,9,20.0,45.11269783973694,False,0,0,11,10,110,60.5,0.18181818181818182,0.3305785123966942,4.681818008422852,5.318181991577148,5.956206798553467,2.5231325220201604,0.6718144858796519,5.629356620079609
37,34,0.0015625,11,1,tensor(204.6501),121.0,11,11,36,5309,5,5,0,9,10,8,2,0,0,9,20.0,47.94112491607666,False,0,0,11,10,110,63.0,0.18181818181818182,0.31746031746031744,4.681818008422852,5.318181991577148,5.956206798553467,2.5231325220201604,0.6847351024472177,5.672425341971494
38,35,0.0015625,11,1,tensor(204.6501),121.0,11,11,36,1611,5,5,0,9,10,8,2,0,0,9,20.0,47.94112491607666,False,0,0,11,10,110,63.0,0.18181818181818182,0.31746031746031744,4.681818008422852,5.318181991577148,5.956206798553467,2.5231325220201604,0.6972811551556057,5.714245517666121
39,36,0.0015625,11,1,tensor(204.6501),121.0,11,11,36,22,5,5,0,9,10,8,2,0,0,9,20.0,50.76955199241638,False,0,0,11,10,110,67.0,0.18181818181818182,0.29850746268656714,4.681818008422852,5.318181991577148,5.956206798553467,2.5231325220201604,0.7172740017049366,5.793888758164102
40,37,0.0015625,11,1,tensor(204.6501),121.0,11,11,36,2214,5,5,0,9,10,8,2,0,0,9,20.0,53.5979790687561,False,0,0,11,10,110,67.0,0.18181818181818182,0.29850746268656714,4.681818008422852,5.318181991577148,5.956206798553467,2.5231325220201604,0.7365325691053056,5.870417413072629
41,38,0.0015625,11,1,tensor(204.6501),121.0,11,11,36,722,5,5,0,9,10,8,2,0,0,9,20.0,53.5979790687561,False,0,0,11,10,110,67.0,0.18181818181818182,0.29850746268656714,4.681818008422852,5.318181991577148,5.956206798553467,2.5231325220201604,0.6925885240641492,5.859123724111808
42,38,0.0015625,11,1,tensor(204.6501),121.0,11,11,35,722,5,5,0,9,10,8,2,0,0,9,20.0,53.5979790687561,False,0,0,11,10,110,67.0,0.18181818181818182,0.29850746268656714,4.681818008422852,5.318181991577148,5.956206798553467,2.5231325220201604,0.6925885240641492,5.859123724111808
43,39,0.0015625,11,1,tensor(204.6501),121.0,11,11,35,238,5,5,0,9,10,8,2,0,0,9,20.5,54.18376553058624,False,0,0,11,10,110,67.5,0.18636363636363637,0.3037037037037037,4.681818008422852,5.318181991577148,5.956206798553467,2.5544769849751456,0.7038309356897481,5.89659842953047
44,40,0.0015625,11,1,tensor(204.6501),121.0,11,11,35,385,5,5,0,9,10,8,2,0,0,9,21.0,54.76955199241638,False,0,0,11,10,110,68.5,0.19090909090909092,0.30656934306569344,4.681818008422852,5.318181991577148,5.956206798553467,2.5854414729132054,0.7147886984972823,5.933124305555585
45,40,0.0015625,11,1,tensor(204.6501),121.0,11,11,34,385,5,5,0,9,10,8,2,0,0,9,21.0,54.76955199241638,False,0,0,11,10,110,68.5,0.19090909090909092,0.30656934306569344,4.681818008422852,5.318181991577148,5.956206798553467,2.5854414729132054,0.7147886984972823,5.933124305555585
46,41,0.0015625,11,1,tensor(204.6501),121.0,11,11,34,344,5,5,0,9,10,8,2,0,0,9,21.0,56.76955199241638,False,0,0,11,10,110,70.5,0.19090909090909092,0.2978723404255319,4.681818008422852,5.318181991577148,5.956206798553467,2.5854414729132054,0.725475871416499,5.968748215286308
47,42,0.0015625,11,1,tensor(204.6501),121.0,11,11,34,1116,5,5,0,9,10,8,2,0,0,9,21.5,58.18376553058624,False,0,0,11,10,110,70.5,0.19545454545454546,0.3049645390070922,4.681818008422852,5.318181991577148,5.956206798553467,2.6160394784772456,0.725213976473051,6.003513633446985
48,43,0.0015625,11,1,tensor(204.6501),121.0,11,11,34,589,5,4,0,9,10,8,2,0,0,9,25.0,54.76955199241638,False,0,0,11,10,110,70.5,0.22727272727272727,0.3546099290780142,4.681818008422852,5.318181991577148,5.956206798553467,2.8209479177387813,0.7353981760500515,6.03746096537032
49,44,0.0015625,11,1,tensor(204.6501),121.0,11,11,34,1075,5,4,0,9,10,8,2,0,0,9,26.0,53.94112491607666,False,0,0,11,10,110,70.5,0.23636363636363636,0.36879432624113473,4.681818008422852,5.318181991577148,5.956206798553467,2.876813695875796,0.7453482352306114,6.070627829305522
50,45,0.0015625,11,1,tensor(204.6501),121.0,11,11,34,52,5,4,0,9,10,8,2,0,0,9,26.5,55.35533845424652,False,0,0,11,10,110,74.0,0.2409090909090909,0.3581081081081081,4.669013977050781,5.190140724182129,6.026269912719727,2.9043436408025913,0.7161851700906631,6.06060485820464
51,46,0.0015625,11,1,tensor(204.6501),121.0,11,11,34,1225,5,4,0,9,10,8,2,0,0,9,26.5,57.35533845424652,False,0,0,11,10,110,77.5,0.2409090909090909,0.3419354838709677,4.611111164093018,4.611111164093018,6.366000652313232,2.9043436408025913,0.715744260653773,6.0923137179319795
52,46,0.0015625,11,1,tensor(204.6501),121.0,11,11,33,1225,5,4,0,9,10,8,2,0,0,9,26.5,57.35533845424652,False,0,0,11,10,110,77.5,0.2409090909090909,0.3419354838709677,4.611111164093018,4.611111164093018,6.366000652313232,2.9043436408025913,0.715744260653773,6.0923137179319795
53,47,0.0015625,11,1,tensor(204.6501),121.0,11,11,33,497,5,4,0,9,10,8,2,0,1,10,27.0,58.76955199241638,False,0,0,11,11,121,81.0,0.2231404958677686,0.3333333333333333,5.0,5.0,6.403224468231201,2.9316150714175193,0.6809033655178031,6.086654020387491
54,47,0.0015625,11,1,tensor(204.6501),121.0,11,11,32,497,5,4,0,9,10,8,2,0,1,10,27.0,58.76955199241638,False,0,0,11,11,121,81.0,0.2231404958677686,0.3333333333333333,5.0,5.0,6.403224468231201,2.9316150714175193,0.6809033655178031,6.086654020387491
55,48,0.0015625,11,1,tensor(204.6501),121.0,11,11,32,196,5,4,0,9,10,8,2,0,1,10,27.0,61.5979790687561,False,0,0,11,11,121,82.5,0.2231404958677686,0.32727272727272727,5.0,5.0,6.403224468231201,2.9316150714175193,0.6497499659470821,6.084962500721156
56,48,0.0015625,11,1,tensor(204.6501),121.0,11,11,31,196,5,4,0,9,10,8,2,0,1,10,27.0,61.5979790687561,False,0,0,11,11,121,82.5,0.2231404958677686,0.32727272727272727,5.0,5.0,6.403224468231201,2.9316150714175193,0.6497499659470821,6.084962500721156
57,49,0.0015625,11,1,tensor(204.6501),121.0,11,11,31,396,5,4,0,9,10,8,2,0,1,10,27.0,61.5979790687561,False,0,0,11,11,121,82.5,0.2231404958677686,0.32727272727272727,5.0,5.0,6.403224468231201,2.9316150714175193,0.6216741566254765,6.086418079932024
58,49,0.0015625,11,1,tensor(204.6501),121.0,11,11,30,396,5,4,0,9,10,8,2,0,1,10,27.0,61.5979790687561,False,0,0,11,11,121,82.5,0.2231404958677686,0.32727272727272727,5.0,5.0,6.403224468231201,2.9316150714175193,0.6216741566254765,6.086418079932024
59,50,0.0015625,11,1,tensor(204.6501),121.0,11,11,30,305,5,5,0,9,10,8,2,0,1,10,34.0,55.94112491607666,False,0,0,11,11,121,83.5,0.2809917355371901,0.40718562874251496,5.0,5.0,6.403224468231201,3.2897623212397704,0.6304180603233316,6.11556442559154
60,50,0.0015625,11,1,tensor(204.6501),121.0,11,11,29,305,5,5,0,9,10,8,2,0,1,10,34.0,55.94112491607666,False,0,0,11,11,121,83.5,0.2809917355371901,0.40718562874251496,5.0,5.0,6.403224468231201,3.2897623212397704,0.6304180603233316,6.11556442559154
61,51,0.0015625,11,1,tensor(204.6501),121.0,11,11,29,299,5,5,0,9,10,8,2,0,1,10,34.0,58.76955199241638,False,0,0,11,11,121,87.0,0.2809917355371901,0.39080459770114945,5.0,5.0,6.403224468231201,3.2897623212397704,0.6125725976440457,6.11896774001324
62,52,0.0015625,11,1,tensor(204.6501),121.0,11,11,29,615,5,5,0,9,10,8,2,0,1,10,35.0,59.5979790687561,False,0,0,11,11,121,87.0,0.2892561983471074,0.40229885057471265,5.0,5.0,6.403224468231201,3.3377905890622728,0.620976910494925,6.146982116182836
63,53,0.0015625,11,1,tensor(204.6501),121.0,11,11,29,237,5,5,0,5,10,8,2,0,1,10,35.0,62.426406145095825,False,0,0,11,11,121,89.0,0.2892561983471074,0.39325842696629215,5.0,5.0,6.403224468231201,3.3377905890622728,0.5970049565583927,6.151918907840674
64,53,0.0015625,11,1,tensor(204.6501),121.0,11,11,28,237,5,5,0,5,10,8,2,0,1,10,35.0,62.426406145095825,False,0,0,11,11,121,89.0,0.2892561983471074,0.39325842696629215,5.0,5.0,6.403224468231201,3.3377905890622728,0.5970049565583927,6.151918907840674
65,54,0.0015625,11,1,tensor(204.6501),121.0,11,11,28,258,5,5,0,5,10,8,2,0,1,10,35.5,63.012192606925964,False,0,0,11,11,121,89.0,0.29338842975206614,0.398876404494382,5.0,5.0,6.403224468231201,3.361547405514991,0.610341812827887,6.205119665388009
66,54,0.0015625,11,1,tensor(204.6501),121.0,11,11,27,258,5,5,0,5,10,8,2,0,1,10,35.5,63.012192606925964,False,0,0,11,11,121,89.0,0.29338842975206614,0.398876404494382,5.0,5.0,6.403224468231201,3.361547405514991,0.610341812827887,6.205119665388009
67,55,0.0015625,11,1,tensor(204.6501),121.0,11,11,27,522,5,5,0,5,10,8,2,0,1,10,36.5,63.840619683265686,False,0,0,11,11,121,90.0,0.30165289256198347,0.40555555555555556,5.0,5.0,6.403224468231201,3.4085643379153576,0.6159460253988641,6.2569049132841865
68,55,0.0015625,11,1,tensor(204.6501),121.0,11,11,26,522,5,5,0,5,10,8,2,0,1,10,36.5,63.840619683265686,False,0,0,11,11,121,90.0,0.30165289256198347,0.40555555555555556,5.0,5.0,6.403224468231201,3.4085643379153576,0.6159460253988641,6.2569049132841865
69,56,0.0015625,11,1,tensor(204.6501),121.0,11,11,26,279,5,5,0,5,10,8,2,0,1,10,38.5,63.840619683265686,False,0,0,11,11,121,90.0,0.3181818181818182,0.42777777777777776,5.0,5.0,6.403224468231201,3.500704303147574,0.628635548006841,6.307354922057602
70,57,0.0015625,11,1,tensor(204.6501),121.0,11,11,26,70,5,5,0,5,10,8,2,0,1,10,38.5,63.840619683265686,False,0,0,11,11,121,90.0,0.3181818181818182,0.42777777777777776,5.0,5.0,6.403224468231201,3.500704303147574,0.636296075638983,6.332890014164741
71,58,0.0015625,11,1,tensor(204.6501),121.0,11,11,26,402,5,5,0,5,10,8,2,0,1,10,41.0,62.426406145095825,False,0,0,11,11,121,90.0,0.33884297520661155,0.45555555555555555,5.0,5.0,6.403224468231201,3.6125759969217834,0.643823369927832,6.357980995127569
72,58,0.0015625,11,1,tensor(204.6501),121.0,11,11,25,402,5,5,0,5,10,8,2,0,1,10,41.0,62.426406145095825,False,0,0,11,11,121,90.0,0.33884297520661155,0.45555555555555555,5.0,5.0,6.403224468231201,3.6125759969217834,0.643823369927832,6.357980995127569
73,59,0.0015625,11,1,tensor(204.6501),121.0,11,11,25,3481,5,5,0,5,10,10,2,0,1,10,42.0,67.25483322143555,False,0,0,11,11,121,95.0,0.34710743801652894,0.4421052631578947,5.409090995788574,5.409090995788574,6.492626190185547,3.656366395715726,0.6512219861981129,6.382643049361841
74,60,0.0015625,11,1,tensor(204.6501),121.0,11,11,25,133,5,5,0,5,10,10,2,0,1,10,42.0,69.25483322143555,False,0,0,11,11,121,95.0,0.34710743801652894,0.4421052631578947,5.409090995788574,5.409090995788574,6.492626190185547,3.656366395715726,0.6632268215499512,6.430543452997695
75,61,0.0015625,11,1,tensor(204.6501),121.0,11,11,25,1165,5,5,0,5,10,10,2,0,1,10,44.0,69.25483322143555,False,0,0,11,11,121,95.0,0.36363636363636365,0.4631578947368421,5.409090995788574,5.409090995788574,6.492626190185547,3.742410318509555,0.674961213097574,6.477292039758625
76,62,0.0015625,11,1,tensor(204.6501),121.0,11,11,25,60,5,5,0,5,10,10,2,0,1,10,46.0,69.25483322143555,False,0,0,11,11,121,95.0,0.38016528925619836,0.4842105263157895,5.409090995788574,5.409090995788574,6.492626190185547,3.826519928662906,0.686438316880616,6.5229480722618405
77,63,0.0015625,11,1,tensor(204.6501),121.0,11,11,25,304,5,5,0,5,10,10,2,0,1,10,47.0,69.25483322143555,False,0,0,11,11,121,95.0,0.3884297520661157,0.49473684210526314,5.409090995788574,5.409090995788574,6.492626190185547,3.8678889139475245,0.6933634008145287,6.546031685374883
78,64,0.0015625,11,1,tensor(204.6501),121.0,11,11,25,401,5,5,0,5,10,10,2,0,1,10,48.5,67.84061968326569,False,0,0,11,11,121,95.0,0.40082644628099173,0.5105263157894737,5.409090995788574,5.409090995788574,6.492626190185547,3.9291257907979795,0.7001794237645536,6.568751761874966
79,65,0.0015625,11,1,tensor(204.6501),121.0,11,11,25,552,5,5,0,5,10,10,2,0,1,10,49.0,68.42640614509583,False,0,0,11,11,121,95.0,0.4049586776859504,0.5157894736842106,5.409090995788574,5.409090995788574,6.492626190185547,3.949327084834294,0.7111966398622789,6.612653935849364
80,65,0.0015625,11,1,tensor(204.6501),121.0,11,11,24,552,5,5,0,5,10,10,2,0,1,10,49.0,68.42640614509583,False,0,0,11,11,121,95.0,0.4049586776859504,0.5157894736842106,5.409090995788574,5.409090995788574,6.492626190185547,3.949327084834294,0.7111966398622789,6.612653935849364
81,66,0.0015625,11,1,tensor(204.6501),121.0,11,11,24,166,5,5,0,5,10,10,2,0,1,10,50.0,67.5979790687561,False,0,0,11,11,121,95.0,0.4132231404958678,0.5263157894736842,5.409090995788574,5.409090995788574,6.492626190185547,3.989422804014327,0.7178045317612781,6.634680242179361
82,67,0.0015625,11,1,tensor(204.6501),121.0,11,11,24,234,5,5,0,3,10,10,2,0,1,10,50.0,70.42640614509583,False,0,0,11,11,121,96.0,0.4132231404958678,0.5208333333333334,5.409090995788574,5.409090995788574,6.492626190185547,3.989422804014327,0.717274120301934,6.65637531327868
83,67,0.0015625,11,1,tensor(204.6501),121.0,11,11,23,234,5,5,0,3,10,10,2,0,1,10,50.0,70.42640614509583,False,0,0,11,11,121,96.0,0.4132231404958678,0.5208333333333334,5.409090995788574,5.409090995788574,6.492626190185547,3.989422804014327,0.717274120301934,6.65637531327868
84,68,0.0015625,11,1,tensor(204.6501),121.0,11,11,23,172,5,5,0,3,10,10,2,0,1,10,50.0,70.42640614509583,False,0,0,11,11,121,96.0,0.4132231404958678,0.5208333333333334,5.409090995788574,5.409090995788574,6.492626190185547,3.989422804014327,0.7236862155397036,6.677748964071245
85,69,0.0015625,11,1,tensor(204.6501),121.0,11,11,23,552,5,5,0,3,10,10,2,0,1,10,50.0,70.42640614509583,False,0,0,11,11,121,96.0,0.4132231404958678,0.5208333333333334,5.409090995788574,5.409090995788574,6.492626190185547,3.989422804014327,0.7300047001980536,6.69881057959908
86,70,0.0015625,11,1,tensor(204.6501),121.0,11,11,23,655,4,4,0,3,10,10,2,0,1,10,66.5,56.5269113779068,False,0,0,11,11,121,96.0,0.5495867768595041,0.6927083333333334,5.409090995788574,5.409090995788574,6.492626190185547,4.600826820390231,0.7362322682480932,6.719569139765877
