,00_parameters/N,00_parameters/k,00_parameters/max_ls,00_parameters/pad_size,01_bounding_box_data/bounding_circle,01_bounding_box_data/bounding_square,01_bounding_box_data/bounding_square_height,01_bounding_box_data/bounding_square_width,02_simulation_data/num_diff_locus_points,02_simulation_data/num_brownian_motion_steps,03_cv_data/cv_centroid_x,03_cv_data/cv_centroid_y,03_cv_data/cv_leftmost_x,03_cv_data/cv_leftmost_y,03_cv_data/cv_rightmost_x,03_cv_data/cv_rightmost_y,03_cv_data/cv_topmost_x,03_cv_data/cv_topmost_y,03_cv_data/cv_bottommost_x,03_cv_data/cv_bottommost_y,03_cv_data/cv_contour_area,03_cv_data/cv_contour_perimeter,03_cv_data/cv_contour_k,03_cv_data/cv_boundingRect_x,03_cv_data/cv_boundingRect_y,03_cv_data/cv_boundingRect_w,03_cv_data/cv_boundingRect_h,03_cv_data/cv_boundingRect_area,03_cv_data/cv_hull_area,03_cv_data/cv_extent,03_cv_data/cv_solidity,03_cv_data/cv_minEnclosingCircle_center_x,03_cv_data/cv_minEnclosingCircle_center_y,03_cv_data/cv_minEnclosingCircle_r,03_cv_data/cv_equi_radius,04_fractal_dimension/polyfit_coeff0,04_fractal_dimension/polyfit_coeff1
0,310,1.0,127,1,6316.741841766801,3969.0,63,63,256,1,37,23,6,8,62,24,11,1,52,50,60.5,699.9280558824539,False,6,1,57,50,2850,1653.5,0.021228070175438596,0.03658905352283036,33.0,24.5,32.19093704223633,4.38836508441576,0.5472360391770327,8.754733946666343
1,311,1.0,127,1,6316.741841766801,3969.0,63,63,256,94,37,23,5,8,62,24,11,1,52,50,60.5,701.9280558824539,False,5,1,58,50,2900,1671.5,0.02086206896551724,0.03619503440023931,32.20338821411133,25.24576187133789,32.20943069458008,4.38836508441576,0.544479958440386,8.753969012049659
2,312,1.0,127,1,6316.741841766801,3969.0,63,63,256,887,37,23,4,8,62,24,11,1,52,50,60.5,703.9280558824539,False,4,1,59,50,2950,1691.0,0.020508474576271186,0.035777646363098756,30.159339904785156,27.159339904785156,32.42526626586914,4.38836508441576,0.543224352856753,8.75407426946696
3,313,1.0,127,1,6316.741841766801,3969.0,63,63,256,293,37,23,4,8,62,24,11,1,52,50,60.5,706.7564829587936,False,4,1,59,50,2950,1694.5,0.020508474576271186,0.03570374741811744,30.5,26.5,32.59611129760742,4.38836508441576,0.5447977425023096,8.76337501613198
4,314,1.0,127,1,6721.467630155459,4225.0,65,65,264,50,38,24,5,9,64,25,12,2,53,51,60.5,708.7564829587936,False,5,2,60,50,3000,1710.5,0.020166666666666666,0.03536977491961415,31.5,27.5,32.59611129760742,4.38836508441576,0.5083358023107204,8.665968643535518
5,315,1.0,127,1,6721.467630155459,4225.0,65,65,264,121,38,24,5,9,64,25,12,2,53,51,60.5,711.5849100351334,False,5,2,60,50,3000,1710.5,0.020166666666666666,0.03536977491961415,31.5,27.5,32.59611129760742,4.38836508441576,0.5036674977477115,8.662213951137081
6,316,1.0,127,1,6721.467630155459,4225.0,65,65,264,221,38,24,5,9,64,25,12,2,53,51,60.5,713.5849100351334,False,5,2,60,50,3000,1710.5,0.020166666666666666,0.03536977491961415,31.5,27.5,32.59611129760742,4.38836508441576,0.5041574330823345,8.664826939588405
7,317,1.0,127,1,6721.467630155459,4225.0,65,65,264,9,38,24,5,9,64,25,12,2,53,51,60.5,716.4133371114731,False,5,2,60,50,3000,1710.5,0.020166666666666666,0.03536977491961415,31.5,27.5,32.59611129760742,4.38836508441576,0.5050467938434123,8.67063945940208
8,318,1.0,127,1,6721.467630155459,4225.0,65,65,264,198,38,24,5,9,64,25,12,2,52,52,60.5,719.2417641878128,False,5,2,60,51,3060,1721.5,0.01977124183006536,0.03514376996805112,31.5,27.5,32.59611129760742,4.38836508441576,0.5060231908975902,8.676173275645366
9,319,1.0,127,1,7138.760891029425,4489.0,67,67,272,11,39,25,6,10,65,26,13,3,53,53,61.0,720.6559777259827,False,6,3,60,51,3060,1724.0,0.019934640522875816,0.03538283062645012,32.582218170166016,28.406309127807617,32.59634780883789,4.406461512053774,0.5030822580075263,8.67345337850386
