,00_parameters/N,00_parameters/k,00_parameters/max_ls,00_parameters/pad_size,01_bounding_box_data/bounding_circle,01_bounding_box_data/bounding_square,01_bounding_box_data/bounding_square_height,01_bounding_box_data/bounding_square_width,02_simulation_data/num_diff_locus_points,02_simulation_data/num_brownian_motion_steps,03_cv_data/cv_centroid_x,03_cv_data/cv_centroid_y,03_cv_data/cv_leftmost_x,03_cv_data/cv_leftmost_y,03_cv_data/cv_rightmost_x,03_cv_data/cv_rightmost_y,03_cv_data/cv_topmost_x,03_cv_data/cv_topmost_y,03_cv_data/cv_bottommost_x,03_cv_data/cv_bottommost_y,03_cv_data/cv_contour_area,03_cv_data/cv_contour_perimeter,03_cv_data/cv_contour_k,03_cv_data/cv_boundingRect_x,03_cv_data/cv_boundingRect_y,03_cv_data/cv_boundingRect_w,03_cv_data/cv_boundingRect_h,03_cv_data/cv_boundingRect_area,03_cv_data/cv_hull_area,03_cv_data/cv_extent,03_cv_data/cv_solidity,03_cv_data/cv_minEnclosingCircle_center_x,03_cv_data/cv_minEnclosingCircle_center_y,03_cv_data/cv_minEnclosingCircle_r,03_cv_data/cv_equi_radius,04_fractal_dimension/polyfit_coeff0,04_fractal_dimension/polyfit_coeff1
10,11,0.1,11,1,tensor(139.2156),81.0,9,9,40,23,5,2,3,2,7,2,4,1,4,5,1.5,20.727921843528748,False,3,1,5,5,25,12.5,0.06,0.12,5.346153736114502,2.884615421295166,2.5074853897094727,0.690988298942671,0.5185649777969498,3.8631090796660983
11,12,0.1,11,1,tensor(139.2156),81.0,9,9,40,68,5,2,3,2,7,3,4,1,4,5,2.0,22.14213538169861,False,3,1,5,5,25,13.0,0.08,0.15384615384615385,5.346153736114502,2.884615421295166,2.5074853897094727,0.7978845608028654,0.5754887502163472,4.084962500721155
12,13,0.1,11,1,tensor(139.2156),81.0,9,9,40,3,5,2,2,2,7,3,4,1,4,5,2.0,24.14213538169861,False,2,1,6,5,30,15.0,0.06666666666666667,0.13333333333333333,4.710526466369629,2.5526316165924072,2.7663888931274414,0.7978845608028654,0.594931606097823,4.285402218862248
13,14,0.1,11,1,tensor(204.6501),121.0,11,11,40,16,6,3,3,3,8,1,8,1,5,6,2.0,26.14213538169861,False,3,1,6,6,36,16.5,0.05555555555555555,0.12121212121212122,5.9782609939575195,3.1956522464752197,2.9847803115844727,0.7978845608028654,0.545628048151072,4.307354922057601
14,15,0.1,11,1,tensor(204.6501),121.0,11,11,40,16,7,3,3,3,9,1,8,1,5,6,2.5,27.55634891986847,False,3,1,7,6,42,18.0,0.05952380952380952,0.1388888888888889,6.318181991577148,2.954545497894287,3.3185930252075195,0.8920620580763856,0.5754887502163472,4.406890595608517
15,16,0.1,11,1,tensor(204.6501),121.0,11,11,40,6,7,3,3,3,10,1,8,1,5,6,2.5,29.55634891986847,False,3,1,8,6,48,20.0,0.052083333333333336,0.125,6.699999809265137,2.700000047683716,3.712242364883423,0.8920620580763856,0.5119581615752673,4.437234558958069
16,16,0.1,11,1,tensor(204.6501),121.0,11,11,39,6,7,3,3,3,10,1,8,1,5,6,2.5,29.55634891986847,False,3,1,8,6,48,20.0,0.052083333333333336,0.125,6.699999809265137,2.700000047683716,3.712242364883423,0.8920620580763856,0.5119581615752673,4.437234558958069
17,17,0.1,11,1,tensor(204.6501),121.0,11,11,39,101,7,3,3,3,10,1,8,1,5,6,2.5,32.38477599620819,False,3,1,8,6,48,23.5,0.052083333333333336,0.10638297872340426,6.699999809265137,2.700000047683716,3.712242364883423,0.8920620580763856,0.5381970139503689,4.524697400208407
18,18,0.1,11,1,tensor(204.6501),121.0,11,11,39,22,7,3,3,3,10,1,8,1,4,7,2.5,35.21320307254791,False,3,1,8,7,56,27.0,0.044642857142857144,0.09259259259259259,7.0,4.0,4.242740631103516,0.8920620580763856,0.5406964198743167,4.607159560400382
19,19,0.1,11,1,tensor(204.6501),121.0,11,11,39,38,5,3,3,3,10,1,8,1,4,7,7.0,31.79898953437805,False,3,1,8,7,56,27.0,0.125,0.25925925925925924,7.0,4.0,4.242740631103516,1.4927053303604616,0.564097173474698,4.685162072401654
20,20,0.1,11,1,tensor(204.6501),121.0,11,11,39,57,5,3,3,3,10,1,8,1,4,7,7.0,31.79898953437805,False,3,1,8,7,56,27.0,0.125,0.25925925925925924,7.0,4.0,4.242740631103516,1.4927053303604616,0.512868201921043,4.710731884219136
21,20,0.1,11,1,tensor(204.6501),121.0,11,11,38,57,5,3,3,3,10,1,8,1,4,7,7.0,31.79898953437805,False,3,1,8,7,56,27.0,0.125,0.25925925925925924,7.0,4.0,4.242740631103516,1.4927053303604616,0.512868201921043,4.710731884219136
22,21,0.1,11,1,tensor(204.6501),121.0,11,11,38,24,5,3,3,3,10,1,8,1,4,7,7.0,31.79898953437805,False,3,1,8,7,56,27.0,0.125,0.25925925925925924,7.0,4.0,4.242740631103516,1.4927053303604616,0.5169925001442316,4.781121212110535
23,21,0.1,11,1,tensor(204.6501),121.0,11,11,37,24,5,3,3,3,10,1,8,1,4,7,7.0,31.79898953437805,False,3,1,8,7,56,27.0,0.125,0.25925925925925924,7.0,4.0,4.242740631103516,1.4927053303604616,0.5169925001442316,4.781121212110535
24,22,0.1,11,1,tensor(204.6501),121.0,11,11,37,167,5,3,3,3,10,1,8,1,5,8,7.0,34.62741661071777,False,3,1,8,8,64,30.0,0.109375,0.23333333333333334,7.141025543212891,4.243589878082275,4.323826789855957,1.4927053303604616,0.5486744806437859,4.905974016679039
25,23,0.1,11,1,tensor(204.6501),121.0,11,11,37,33,5,3,2,4,10,1,8,1,5,8,7.0,37.455843687057495,False,2,1,9,8,72,32.5,0.09722222222222222,0.2153846153846154,6.47560977935791,3.7682926654815674,4.481703758239746,1.4927053303604616,0.5634047929168471,5.023561956057012
26,24,0.1,11,1,tensor(204.6501),121.0,11,11,37,10,5,3,2,4,10,1,8,1,5,8,7.0,37.455843687057495,False,2,1,9,8,72,32.5,0.09722222222222222,0.2153846153846154,6.47560977935791,3.7682926654815674,4.481703758239746,1.4927053303604616,0.5339850002884629,5.038407798525415
27,25,0.1,11,1,tensor(204.6501),121.0,11,11,37,27,5,3,2,4,10,1,8,1,5,8,9.0,37.455843687057495,False,2,1,9,8,72,32.5,0.125,0.27692307692307694,6.47560977935791,3.7682926654815674,4.481703758239746,1.692568750643269,0.5516531070045334,5.097301487578983
28,26,0.1,11,1,tensor(204.6501),121.0,11,11,37,10,5,4,2,4,10,1,8,1,5,8,10.5,36.041630148887634,False,2,1,9,8,72,32.5,0.14583333333333334,0.3230769230769231,6.47560977935791,3.7682926654815674,4.481703758239746,1.828183197857863,0.5686281655144434,5.15388501594535
29,27,0.1,11,1,tensor(204.6501),121.0,11,11,37,7,4,4,2,4,10,1,8,1,5,8,13.5,33.21320307254791,False,2,1,9,8,72,32.5,0.1875,0.4153846153846154,6.47560977935791,3.7682926654815674,4.481703758239746,2.072964896828013,0.5849625007211564,5.208332799967726
30,28,0.1,11,1,tensor(204.6501),121.0,11,11,37,15,4,4,2,4,10,1,8,1,5,8,13.5,33.21320307254791,False,2,1,9,8,72,32.5,0.1875,0.4153846153846154,6.47560977935791,3.7682926654815674,4.481703758239746,2.072964896828013,0.6007027266893968,5.260800219861861
31,28,0.1,11,1,tensor(204.6501),121.0,11,11,36,15,4,4,2,4,10,1,8,1,5,8,13.5,33.21320307254791,False,2,1,9,8,72,32.5,0.1875,0.4153846153846154,6.47560977935791,3.7682926654815674,4.481703758239746,2.072964896828013,0.6007027266893968,5.260800219861861
32,29,0.1,11,1,tensor(204.6501),121.0,11,11,36,4,4,4,2,4,10,1,7,1,5,8,14.0,34.62741661071777,False,2,1,9,8,72,33.0,0.19444444444444445,0.42424242424242425,6.47560977935791,3.7682926654815674,4.481703758239746,2.111004122822376,0.6252014890495355,5.357980995127569
33,30,0.1,11,1,tensor(204.6501),121.0,11,11,36,59,4,4,2,4,10,1,7,1,5,8,14.0,34.62741661071777,False,2,1,9,8,72,33.0,0.19444444444444445,0.42424242424242425,6.47560977935791,3.7682926654815674,4.481703758239746,2.111004122822376,0.5838928005111665,5.36565951551253
34,30,0.1,11,1,tensor(204.6501),121.0,11,11,35,59,4,4,2,4,10,1,7,1,5,8,14.0,34.62741661071777,False,2,1,9,8,72,33.0,0.19444444444444445,0.42424242424242425,6.47560977935791,3.7682926654815674,4.481703758239746,2.111004122822376,0.5838928005111665,5.36565951551253
35,31,0.1,11,1,tensor(204.6501),121.0,11,11,35,1,4,4,2,4,10,5,7,1,5,8,14.0,36.62741661071777,False,2,1,9,8,72,36.5,0.19444444444444445,0.3835616438356164,6.47560977935791,3.7682926654815674,4.481703758239746,2.111004122822376,0.5481767147219699,5.378194763664349
36,31,0.1,11,1,tensor(204.6501),121.0,11,11,34,1,4,4,2,4,10,5,7,1,5,8,14.0,36.62741661071777,False,2,1,9,8,72,36.5,0.19444444444444445,0.3835616438356164,6.47560977935791,3.7682926654815674,4.481703758239746,2.111004122822376,0.5481767147219699,5.378194763664349
37,32,0.1,11,1,tensor(204.6501),121.0,11,11,34,7,4,4,2,4,10,5,7,1,5,8,14.0,36.62741661071777,False,2,1,9,8,72,36.5,0.19444444444444445,0.3835616438356164,6.47560977935791,3.7682926654815674,4.481703758239746,2.111004122822376,0.5581703510640407,5.462999709278109
38,33,0.1,11,1,tensor(204.6501),121.0,11,11,34,14,4,4,2,3,10,5,7,1,5,8,14.5,37.21320307254791,False,2,1,9,8,72,38.0,0.2013888888888889,0.3815789473684211,6.4347825050354,3.7391304969787598,4.4960551261901855,2.1483699284957805,0.571488586871577,5.507393828636563
39,34,0.1,11,1,tensor(204.6501),121.0,11,11,34,22,4,4,2,3,10,5,7,1,5,8,14.5,37.21320307254791,False,2,1,9,8,72,38.0,0.2013888888888889,0.3815789473684211,6.4347825050354,3.7391304969787598,4.4960551261901855,2.1483699284957805,0.5398666840668885,5.518711079375369
40,34,0.1,11,1,tensor(204.6501),121.0,11,11,33,22,4,4,2,3,10,5,7,1,5,8,14.5,37.21320307254791,False,2,1,9,8,72,38.0,0.2013888888888889,0.3815789473684211,6.4347825050354,3.7391304969787598,4.4960551261901855,2.1483699284957805,0.5398666840668885,5.518711079375369
41,35,0.1,11,1,tensor(204.6501),121.0,11,11,33,2,5,3,2,3,10,5,9,0,5,8,15.5,38.041630148887634,False,2,0,9,9,81,40.0,0.19135802469135801,0.3875,6.454545497894287,3.7272727489471436,4.51362419128418,2.221216611645239,0.5424591694201848,5.5605312550699955
42,35,0.1,11,1,tensor(204.6501),121.0,11,11,32,2,5,3,2,3,10,5,9,0,5,8,15.5,38.041630148887634,False,2,0,9,9,81,40.0,0.19135802469135801,0.3875,6.454545497894287,3.7272727489471436,4.51362419128418,2.221216611645239,0.5424591694201848,5.5605312550699955
43,36,0.1,11,1,tensor(204.6501),121.0,11,11,32,2,5,3,2,3,10,5,9,0,5,8,15.5,40.041630148887634,False,2,0,9,9,81,42.5,0.19135802469135801,0.36470588235294116,6.454545497894287,3.7272727489471436,4.51362419128418,2.221216611645239,0.5616906975585284,5.63636790351304
44,37,0.1,11,1,tensor(204.6501),121.0,11,11,32,27,5,3,2,3,10,5,9,0,5,8,15.5,40.041630148887634,False,2,0,9,9,81,42.5,0.19135802469135801,0.36470588235294116,6.454545497894287,3.7272727489471436,4.51362419128418,2.221216611645239,0.5332904213360682,5.6466879245870185
45,37,0.1,11,1,tensor(204.6501),121.0,11,11,31,27,5,3,2,3,10,5,9,0,5,8,15.5,40.041630148887634,False,2,0,9,9,81,42.5,0.19135802469135801,0.36470588235294116,6.454545497894287,3.7272727489471436,4.51362419128418,2.221216611645239,0.5332904213360682,5.6466879245870185
46,38,0.1,11,1,tensor(204.6501),121.0,11,11,31,8,5,3,0,0,10,5,0,0,5,8,15.5,53.35533845424652,False,0,0,11,9,99,54.5,0.15656565656565657,0.28440366972477066,5.0,2.5,5.590270042419434,2.221216611645239,0.516602534196449,5.659488632401541
47,39,0.1,11,1,tensor(204.6501),121.0,11,11,31,19,5,3,0,0,10,5,0,0,5,8,15.5,53.35533845424652,False,0,0,11,9,99,54.5,0.15656565656565657,0.28440366972477066,5.0,2.5,5.590270042419434,2.221216611645239,0.5278449458220481,5.696963337820205
48,39,0.1,11,1,tensor(204.6501),121.0,11,11,30,19,5,3,0,0,10,5,0,0,5,8,15.5,53.35533845424652,False,0,0,11,9,99,54.5,0.15656565656565657,0.28440366972477066,5.0,2.5,5.590270042419434,2.221216611645239,0.5278449458220481,5.696963337820205
49,40,0.1,11,1,tensor(204.6501),121.0,11,11,30,15,5,3,0,0,10,5,0,0,5,8,16.0,54.76955199241638,False,0,0,11,9,99,54.5,0.16161616161616163,0.29357798165137616,5.0,2.5,5.590270042419434,2.256758334191025,0.5388027086295831,5.733489213845322
50,40,0.1,11,1,tensor(204.6501),121.0,11,11,29,15,5,3,0,0,10,5,0,0,5,8,16.0,54.76955199241638,False,0,0,11,9,99,54.5,0.16161616161616163,0.29357798165137616,5.0,2.5,5.590270042419434,2.256758334191025,0.5388027086295831,5.733489213845322
51,41,0.1,11,1,tensor(204.6501),121.0,11,11,29,21,5,4,0,0,10,5,0,0,5,8,20.5,50.5269113779068,False,0,0,11,9,99,54.5,0.20707070707070707,0.3761467889908257,5.0,2.5,5.590270042419434,2.5544769849751456,0.5494898815487986,5.76911312357604
52,42,0.1,11,1,tensor(204.6501),121.0,11,11,29,13,5,4,0,0,10,5,0,0,5,8,20.5,50.5269113779068,False,0,0,11,9,99,54.5,0.20707070707070707,0.3761467889908257,5.0,2.5,5.590270042419434,2.5544769849751456,0.533985000288462,5.7811212121105315
53,43,0.1,11,1,tensor(204.6501),121.0,11,11,29,0,5,4,0,0,10,5,0,0,5,8,20.5,50.5269113779068,False,0,0,11,9,99,54.5,0.20707070707070707,0.3761467889908257,5.0,2.5,5.590270042419434,2.5544769849751456,0.5500585687708207,5.844515388560655
54,43,0.1,11,1,tensor(204.6501),121.0,11,11,28,0,5,4,0,0,10,5,0,0,5,8,20.5,50.5269113779068,False,0,0,11,9,99,54.5,0.20707070707070707,0.3761467889908257,5.0,2.5,5.590270042419434,2.5544769849751456,0.5500585687708207,5.844515388560655
55,44,0.1,11,1,tensor(204.6501),121.0,11,11,28,6,5,4,0,0,10,5,0,0,5,8,20.5,50.5269113779068,False,0,0,11,9,99,54.5,0.20707070707070707,0.3761467889908257,5.0,2.5,5.590270042419434,2.5544769849751456,0.5569206966629838,5.90597401667904
56,44,0.1,11,1,tensor(204.6501),121.0,11,11,27,6,5,4,0,0,10,5,0,0,5,8,20.5,50.5269113779068,False,0,0,11,9,99,54.5,0.20707070707070707,0.3761467889908257,5.0,2.5,5.590270042419434,2.5544769849751456,0.5569206966629838,5.90597401667904
57,45,0.1,11,1,tensor(204.6501),121.0,11,11,27,5,5,4,0,0,10,5,0,0,5,8,20.5,50.5269113779068,False,0,0,11,9,99,54.5,0.20707070707070707,0.3761467889908257,5.0,2.5,5.590270042419434,2.5544769849751456,0.5638457023537361,5.965619386382602
58,45,0.1,11,1,tensor(204.6501),121.0,11,11,26,5,5,4,0,0,10,5,0,0,5,8,20.5,50.5269113779068,False,0,0,11,9,99,54.5,0.20707070707070707,0.3761467889908257,5.0,2.5,5.590270042419434,2.5544769849751456,0.5638457023537361,5.965619386382602
59,46,0.1,11,1,tensor(204.6501),121.0,11,11,26,0,5,3,0,0,10,5,0,0,5,8,21.5,49.69848430156708,False,0,0,11,9,99,54.5,0.21717171717171718,0.3944954128440367,5.0,2.5,5.590270042419434,2.6160394784772456,0.5733583602719381,5.997328246109941
60,46,0.1,11,1,tensor(204.6501),121.0,11,11,25,0,5,3,0,0,10,5,0,0,5,8,21.5,49.69848430156708,False,0,0,11,9,99,54.5,0.21717171717171718,0.3944954128440367,5.0,2.5,5.590270042419434,2.6160394784772456,0.5733583602719381,5.997328246109941
61,47,0.1,11,1,tensor(204.6501),121.0,11,11,25,5,5,3,0,0,10,5,0,0,5,8,22.0,51.11269783973694,False,0,0,11,9,99,54.5,0.2222222222222222,0.4036697247706422,5.0,2.5,5.590270042419434,2.6462837142006137,0.587913170947539,6.054588851677636
62,47,0.1,11,1,tensor(204.6501),121.0,11,11,24,5,5,3,0,0,10,5,0,0,5,8,22.0,51.11269783973694,False,0,0,11,9,99,54.5,0.2222222222222222,0.4036697247706422,5.0,2.5,5.590270042419434,2.6462837142006137,0.587913170947539,6.054588851677636
63,48,0.1,11,1,tensor(204.6501),121.0,11,11,24,10,5,3,0,0,10,5,0,0,5,8,22.0,51.11269783973694,False,0,0,11,9,99,54.5,0.2222222222222222,0.4036697247706422,5.0,2.5,5.590270042419434,2.6462837142006137,0.5970252656605952,6.084962500721156
64,48,0.1,11,1,tensor(204.6501),121.0,11,11,23,10,5,3,0,0,10,5,0,0,5,8,22.0,51.11269783973694,False,0,0,11,9,99,54.5,0.2222222222222222,0.4036697247706422,5.0,2.5,5.590270042419434,2.6462837142006137,0.5970252656605952,6.084962500721156
65,49,0.1,11,1,tensor(204.6501),121.0,11,11,23,12,5,3,0,0,10,5,0,0,5,8,22.0,51.11269783973694,False,0,0,11,9,99,54.5,0.2222222222222222,0.4036697247706422,5.0,2.5,5.590270042419434,2.6462837142006137,0.6059494686788104,6.114709844115206
66,50,0.1,11,1,tensor(204.6501),121.0,11,11,23,6,5,3,0,0,10,5,0,0,5,8,29.5,44.870057225227356,False,0,0,11,9,99,54.5,0.29797979797979796,0.5412844036697247,5.0,2.5,5.590270042419434,3.064333800750471,0.6146933723766659,6.143856189774724
67,51,0.1,11,1,tensor(204.6501),121.0,11,11,23,19,5,3,0,0,10,5,0,0,5,8,29.5,47.69848430156708,False,0,0,11,9,99,59.0,0.29797979797979796,0.5,5.0,2.5,5.590270042419434,3.064333800750471,0.6283267253426936,6.197738378506477
68,52,0.1,11,1,tensor(204.6501),121.0,11,11,23,1,5,3,0,0,10,5,0,0,5,8,29.5,47.69848430156708,False,0,0,11,9,99,59.0,0.29797979797979796,0.5,5.0,2.5,5.590270042419434,3.064333800750471,0.6039610449762656,6.200439718141091
69,52,0.1,11,1,tensor(204.6501),121.0,11,11,22,1,5,3,0,0,10,5,0,0,5,8,29.5,47.69848430156708,False,0,0,11,9,99,59.0,0.29797979797979796,0.5,5.0,2.5,5.590270042419434,3.064333800750471,0.6039610449762656,6.200439718141091
70,53,0.1,11,1,tensor(204.6501),121.0,11,11,22,20,5,3,0,0,10,5,0,0,5,8,29.5,47.69848430156708,False,0,0,11,9,99,59.0,0.29797979797979796,0.5,5.0,2.5,5.590270042419434,3.064333800750471,0.6048052077585198,6.227920454563197
71,53,0.1,11,1,tensor(204.6501),121.0,11,11,21,20,5,3,0,0,10,5,0,0,5,8,29.5,47.69848430156708,False,0,0,11,9,99,59.0,0.29797979797979796,0.5,5.0,2.5,5.590270042419434,3.064333800750471,0.6048052077585198,6.227920454563197
72,54,0.1,11,1,tensor(204.6501),121.0,11,11,21,14,4,3,0,0,10,5,0,0,2,10,31.0,64.42640614509583,False,0,0,11,11,121,84.5,0.256198347107438,0.3668639053254438,4.550000190734863,5.0,6.760462284088135,3.141274657157109,0.6128953220386003,6.254887502163466
73,55,0.1,11,1,tensor(204.6501),121.0,11,11,21,8,5,3,0,0,10,5,0,0,2,10,33.5,63.012192606925964,False,0,0,11,11,121,84.5,0.2768595041322314,0.39644970414201186,4.550000190734863,5.0,6.760462284088135,3.2654833007009834,0.6255675569247935,6.305012570913837
74,56,0.1,11,1,tensor(204.6501),121.0,11,11,21,3,4,3,0,0,10,5,0,0,2,10,36.0,66.42640614509583,False,0,0,11,11,121,84.5,0.2975206611570248,0.4260355029585799,4.550000190734863,5.0,6.760462284088135,3.385137501286538,0.6333661194846772,6.331007779446781
75,57,0.1,11,1,tensor(204.6501),121.0,11,11,21,6,4,3,0,0,10,5,0,0,2,10,36.0,68.42640614509583,False,0,0,11,11,121,84.5,0.2975206611570248,0.4260355029585799,4.550000190734863,5.0,6.760462284088135,3.385137501286538,0.6410266471168177,6.356542871553917
76,57,0.1,11,1,tensor(204.6501),121.0,11,11,20,6,4,3,0,0,10,5,0,0,2,10,36.0,68.42640614509583,False,0,0,11,11,121,84.5,0.2975206611570248,0.4260355029585799,4.550000190734863,5.0,6.760462284088135,3.385137501286538,0.6410266471168177,6.356542871553917
77,58,0.1,11,1,tensor(204.6501),121.0,11,11,20,4,5,3,0,0,10,5,0,0,2,10,42.0,63.5979790687561,False,0,0,11,11,121,84.5,0.34710743801652894,0.4970414201183432,4.550000190734863,5.0,6.760462284088135,3.656366395715726,0.6415150086165273,6.381633852516748
78,58,0.1,11,1,tensor(204.6501),121.0,11,11,19,4,5,3,0,0,10,5,0,0,2,10,42.0,63.5979790687561,False,0,0,11,11,121,84.5,0.34710743801652894,0.4970414201183432,4.550000190734863,5.0,6.760462284088135,3.656366395715726,0.6415150086165273,6.381633852516748
79,59,0.1,11,1,tensor(204.6501),121.0,11,11,19,8,5,3,0,0,10,5,0,0,2,10,42.0,63.5979790687561,False,0,0,11,11,121,84.5,0.34710743801652894,0.4970414201183432,4.550000190734863,5.0,6.760462284088135,3.656366395715726,0.6489136248868084,6.4062959067510175
80,60,0.1,11,1,tensor(204.6501),121.0,11,11,19,3,5,3,0,0,10,6,0,0,2,10,42.5,65.01219260692596,False,0,0,11,11,121,87.5,0.3512396694214876,0.4857142857142857,4.550000190734863,5.0,6.760462284088135,3.6780660900548137,0.6328354364046802,6.406890595608519
81,60,0.1,11,1,tensor(204.6501),121.0,11,11,18,3,5,3,0,0,10,6,0,0,2,10,42.5,65.01219260692596,False,0,0,11,11,121,87.5,0.3512396694214876,0.4857142857142857,4.550000190734863,5.0,6.760462284088135,3.6780660900548137,0.6328354364046802,6.406890595608519
82,61,0.1,11,1,tensor(204.6501),121.0,11,11,18,7,4,4,0,0,10,6,0,0,0,10,54.0,55.94112491607666,False,0,0,11,11,121,87.5,0.4462809917355372,0.6171428571428571,4.550000190734863,5.0,6.760462284088135,4.145929793656026,0.6444288709268353,6.452934397242112
83,62,0.1,11,1,tensor(204.6501),121.0,11,11,18,21,4,4,0,0,10,6,0,0,0,10,54.0,55.94112491607666,False,0,0,11,11,121,87.5,0.4462809917355372,0.6171428571428571,4.550000190734863,5.0,6.760462284088135,4.145929793656026,0.6514665627740325,6.476393370066102
84,63,0.1,11,1,tensor(204.6501),121.0,11,11,18,3,4,4,0,0,10,6,0,0,0,10,55.0,55.94112491607666,False,0,0,11,11,121,87.5,0.45454545454545453,0.6285714285714286,4.550000190734863,5.0,6.760462284088135,4.1841419359420025,0.6583916467079446,6.499476983179142
85,63,0.1,11,1,tensor(204.6501),121.0,11,11,17,3,4,4,0,0,10,6,0,0,0,10,55.0,55.94112491607666,False,0,0,11,11,121,87.5,0.45454545454545453,0.6285714285714286,4.550000190734863,5.0,6.760462284088135,4.1841419359420025,0.6583916467079446,6.499476983179142
86,64,0.1,11,1,tensor(204.6501),121.0,11,11,17,5,4,4,0,0,10,6,0,0,0,10,55.0,55.94112491607666,False,0,0,11,11,121,87.5,0.45454545454545453,0.6285714285714286,4.550000190734863,5.0,6.760462284088135,4.1841419359420025,0.6652076696579692,6.5221970596792245
87,65,0.1,11,1,tensor(204.6501),121.0,11,11,17,1,4,4,0,0,10,6,0,0,0,10,56.0,55.11269783973694,False,0,0,11,11,121,87.5,0.4628099173553719,0.64,4.550000190734863,5.0,6.760462284088135,4.222008245644752,0.671918013566506,6.544564872707681
88,65,0.1,11,1,tensor(204.6501),121.0,11,11,16,1,4,4,0,0,10,6,0,0,0,10,56.0,55.11269783973694,False,0,0,11,11,121,87.5,0.4628099173553719,0.64,4.550000190734863,5.0,6.760462284088135,4.222008245644752,0.671918013566506,6.544564872707681
